set_num,review_score
40419-1,83.0
4042-1,20.0
40422-1,87.0
40423-1,88.0
40424-1,78.0
40425-1,86.0
40426-1,83.0
40428-1,84.0
40429-1,90.0
4043-1,20.0
40431-1,80.0
40433-1,94.0
40434-1,78.0
40436-1,91.0
4044-1,17.0
4045-1,17.0
40469-1,100.0
4047-1,60.0
4048-1,77.0
4049-1,68.0
40501-1,77.0
4051-1,81.0
4052-1,70.0
4053-1,70.0
4055-1,62.0
4056-1,84.0
4057-1,77.0
4058-1,78.0
4059-1,78.0
4060-1,78.0
4061-1,72.0
4062-1,72.0
4063-1,72.0
4064-1,72.0
4065-1,72.0
4066-1,82.0
4067-1,74.0
4068-1,74.0
4069-1,74.0
4070-1,74.0
4071-1,72.0
4072-1,72.0
4073-1,74.0
4074-1,74.0
4075-1,74.0
4076-1,76.0
4077-1,74.0
4078-1,76.0
4079-1,78.0
4080-1,65.0
4085-1,70.0
4090-1,86.0
4093-1,75.0
4094-1,78.0
4095-1,78.0
4096-1,71.0
4097-1,78.0
4098-1,83.0
4099-1,78.0
41000-1,67.0
4100-1,74.0
41001-1,73.0
41002-1,80.0
41003-1,75.0
41004-1,78.0
41005-1,90.0
41006-1,82.0
41007-1,78.0
41008-1,77.0
41009-1,83.0
410-1,73.0
41010-1,82.0
4101-1,79.0
41011-1,78.0
41013-1,84.0
41015-1,92.0
41016-1,76.0
41017-1,72.0
41018-1,67.0
41019-1,73.0
41020-1,78.0
41021-1,71.0
41022-1,69.0
41023-1,78.0
41024-1,80.0
41025-1,84.0
41026-1,84.0
41027-1,82.0
41028-1,77.0
41029-1,71.0
41030-1,73.0
4103-1,66.0
41031-1,79.0
4103-2,79.0
41032-1,79.0
41033-1,84.0
41034-1,83.0
41035-1,86.0
41036-1,85.0
41037-1,90.0
41038-1,84.0
41039-1,91.0
41040-1,79.0
4104-1,70.0
41041-1,74.0
41042-1,80.0
41043-1,82.0
41044-1,75.0
41045-1,76.0
41046-1,75.0
41047-1,85.0
41048-1,83.0
41049-1,78.0
41050-1,79.0
4105-1,84.0
41051-1,82.0
4105-2,74.0
41052-1,78.0
4105-3,65.0
41053-1,83.0
41054-1,88.0
41055-1,92.0
41056-1,80.0
41057-1,84.0
41058-1,95.0
41059-1,90.0
41060-1,76.0
4106-1,70.0
41061-1,72.0
41062-1,84.0
41063-1,93.0
41065-1,83.0
41066-1,77.0
41067-1,82.0
41068-1,82.0
41069-1,79.0
4107-1,73.0
41071-1,82.0
41072-1,85.0
41073-1,84.0
41074-1,80.0
41075-1,89.0
41076-1,82.0
41077-1,86.0
41078-1,88.0
4108-1,50.0
41085-1,84.0
41086-1,77.0
41087-1,70.0
41088-1,80.0
41089-1,92.0
41090-1,86.0
4109-1,62.0
41091-1,85.0
41092-1,85.0
41093-1,84.0
41094-1,87.0
41095-1,93.0
41097-1,97.0
41098-1,87.0
41099-1,77.0
41100-1,83.0
4110-1,58.0
41101-1,91.0
41102-1,81.0
41103-1,81.0
41104-1,85.0
41105-1,83.0
41106-1,85.0
41107-1,88.0
41108-1,90.0
41109-1,80.0
41110-1,91.0
4111-1,50.0
41111-1,75.0
41112-1,88.0
41113-1,94.0
41114-1,94.0
41115-1,83.0
41116-1,92.0
41117-1,86.0
41118-1,88.0
41119-1,87.0
41120-1,82.0
41121-1,89.0
41122-1,83.0
41123-1,94.0
41124-1,95.0
41125-1,91.0
41126-1,97.0
41127-1,83.0
41128-1,81.0
41129-1,84.0
41130-1,80.0
4113-1,47.0
41131-1,75.0
41132-1,76.0
41133-1,86.0
41134-1,69.0
41135-1,85.0
41140-1,91.0
41141-1,76.0
41142-1,89.0
41143-1,82.0
41144-1,84.0
41145-1,91.0
41146-1,89.0
41147-1,82.0
41148-1,84.0
41149-1,70.0
41150-1,85.0
4115-1,69.0
41151-1,79.0
41152-1,79.0
41153-1,72.0
41154-1,90.0
41155-1,74.0
41156-1,93.0
41157-1,89.0
41158-1,90.0
41159-1,88.0
41160-1,95.0
4116-1,66.0
41161-1,94.0
41162-1,90.0
41163-1,96.0
41164-1,88.0
41165-1,83.0
41166-1,69.0
41167-1,90.0
41168-1,91.0
41169-1,84.0
4117-1,65.0
41171-1,88.0
41172-1,83.0
41173-1,99.0
41174-1,89.0
41175-1,85.0
41176-1,90.0
41177-1,89.0
41178-1,91.0
41179-1,86.0
41180-1,94.0
41181-1,89.0
41182-1,85.0
41183-1,85.0
41184-1,91.0
41185-1,83.0
41186-1,92.0
41187-1,86.0
41188-1,97.0
41190-1,83.0
4119-1,74.0
41191-1,93.0
41192-1,81.0
41193-1,92.0
41194-1,85.0
41195-1,93.0
41196-1,92.0
4120-1,70.0
4121-1,50.0
4122-1,62.0
41230-1,86.0
41231-1,71.0
41232-1,81.0
41233-1,76.0
41234-1,82.0
41235-1,88.0
41236-1,88.0
41237-1,83.0
41238-1,84.0
41239-1,86.0
4124-1,70.0
41250-1,80.0
41251-1,83.0
41252-1,85.0
41253-1,90.0
41254-1,78.0
41255-1,84.0
41256-1,70.0
41258-1,70.0
4128-1,72.0
41287-1,83.0
41288-1,82.0
41300-1,83.0
41301-1,84.0
41302-1,86.0
41303-1,92.0
41304-1,92.0
41305-1,87.0
41306-1,81.0
41307-1,86.0
41308-1,95.0
41309-1,80.0
41310-1,79.0
4131-1,60.0
41311-1,85.0
41312-1,90.0
41313-1,88.0
41314-1,83.0
41315-1,93.0
41316-1,97.0
41317-1,85.0
41318-1,89.0
41319-1,83.0
41320-1,100.0
4132-1,40.0
41321-1,81.0
41322-1,96.0
41323-1,95.0
41324-1,74.0
41325-1,90.0
41326-1,61.0
41327-1,81.0
41328-1,85.0
41329-1,87.0
41330-1,87.0
41332-1,88.0
41333-1,86.0
41334-1,95.0
41335-1,83.0
41336-1,80.0
41337-1,98.0
41338-1,86.0
41339-1,87.0
41340-1,83.0
41341-1,89.0
41342-1,91.0
41343-1,80.0
41344-1,83.0
41345-1,87.0
41346-1,92.0
41347-1,89.0
41348-1,85.0
41349-1,95.0
41350-1,88.0
4135-1,63.0
41351-1,89.0
41352-1,94.0
41353-1,81.0
41354-1,81.0
41355-1,98.0
41356-1,91.0
41357-1,98.0
41358-1,99.0
41359-1,97.0
41360-1,96.0
41361-1,89.0
41362-1,98.0
41363-1,88.0
41364-1,100.0
41365-1,99.0
41366-1,100.0
41367-1,86.0
41368-1,99.0
41369-1,97.0
41371-1,87.0
41372-1,91.0
41373-1,100.0
41374-1,93.0
41375-1,94.0
41376-1,83.0
41378-1,81.0
41379-1,83.0
41380-1,89.0
41381-1,89.0
41382-1,68.0
41383-1,97.0
41384-1,68.0
41385-1,96.0
41386-1,87.0
41387-1,94.0
41388-1,93.0
41389-1,96.0
41390-1,92.0
41391-1,90.0
41392-1,94.0
41393-1,89.0
41394-1,81.0
41395-1,92.0
41396-1,100.0
41397-1,92.0
41398-1,100.0
41400-1,91.0
41401-1,76.0
41402-1,85.0
41403-1,65.0
41404-1,82.0
41405-1,80.0
41406-1,100.0
41407-1,80.0
41408-1,100.0
41409-1,100.0
41420-1,72.0
4142-1,52.0
41421-1,80.0
41422-1,100.0
41423-1,100.0
41424-1,99.0
41425-1,100.0
41426-1,100.0
41427-1,98.0
41428-1,98.0
41429-1,95.0
41430-1,98.0
4143-1,50.0
41431-1,100.0
41432-1,96.0
41433-1,94.0
41434-1,100.0
41435-1,100.0
41436-1,100.0
41437-1,100.0
41448-1,100.0
41449-1,100.0
4145-1,47.0
41451-1,89.0
41452-1,89.0
41453-1,79.0
41454-1,93.0
41455-1,93.0
41456-1,90.0
41485-1,74.0
41486-1,71.0
41487-1,80.0
41488-1,70.0
41489-1,84.0
41492-1,65.0
41498-1,92.0
41500-1,88.0
4150-1,50.0
41501-1,77.0
41502-1,78.0
41503-1,58.0
41504-1,40.0
41505-1,66.0
41506-1,78.0
41507-1,80.0
41508-1,83.0
41509-1,80.0
41510-1,78.0
4151-1,77.0
41511-1,80.0
41512-1,80.0
41513-1,80.0
41515-1,80.0
41516-1,81.0
41517-1,80.0
4151847-1,28.0
4151848-1,38.0
4151849-1,38.0
41519-1,72.0
41520-1,67.0
4152-1,67.0
41522-1,78.0
41523-1,76.0
41524-1,76.0
41525-1,72.0
41526-1,76.0
41527-1,74.0
41528-1,72.0
41529-1,74.0
41530-1,78.0
4153-1,75.0
41531-1,68.0
41532-1,76.0
41533-1,76.0
41534-1,76.0
41535-1,70.0
41536-1,78.0
41537-1,78.0
41538-1,76.0
41539-1,71.0
41540-1,73.0
41541-1,71.0
41542-1,79.0
41543-1,79.0
41544-1,73.0
41545-1,76.0
41546-1,76.0
41547-1,77.0
41548-1,76.0
41549-1,68.0
41550-1,72.0
41551-1,80.0
41553-1,74.0
41554-1,70.0
41555-1,100.0
41556-1,100.0
41557-1,100.0
41558-1,100.0
41559-1,80.0
41561-1,70.0
41562-1,60.0
41563-1,74.0
41565-1,100.0
41567-1,98.0
41569-1,80.0
41570-1,65.0
41571-1,95.0
41574-1,100.0
41575-1,100.0
41578-1,80.0
41585-1,79.0
41586-1,81.0
41587-1,77.0
41588-1,84.0
41589-1,82.0
41590-1,86.0
41591-1,81.0
41592-1,71.0
41593-1,84.0
41594-1,83.0
41595-1,88.0
41596-1,90.0
41597-1,93.0
41598-1,82.0
41599-1,92.0
41600-1,89.0
41601-1,90.0
41602-1,81.0
41603-1,85.0
41604-1,90.0
41605-1,87.0
41606-1,80.0
41607-1,84.0
41608-1,79.0
41609-1,74.0
41610-1,87.0
4161-1,86.0
41611-1,85.0
41612-1,87.0
41613-1,79.0
41614-1,72.0
41615-1,90.0
41616-1,82.0
41617-1,79.0
41618-1,85.0
41619-1,77.0
41620-1,82.0
4162-1,73.0
41621-1,90.0
41622-1,90.0
41623-1,90.0
41624-1,95.0
41625-1,87.0
41626-1,83.0
41627-1,89.0
41628-1,94.0
41629-1,89.0
41630-1,81.0
4163-1,65.0
41631-1,85.0
41632-1,92.0
41634-1,92.0
41635-1,60.0
41636-1,80.0
41637-1,80.0
4164-1,60.0
4165-1,55.0
4166-1,56.0
4167-1,60.0
4168037-1,60.0
4171-1,62.0
4172-1,48.0
4173-1,48.0
4174-1,58.0
4175-1,60.0
4176-1,66.0
4177-1,65.0
41775-0,74.0
41775-1,78.0
41775-10,74.0
41775-11,75.0
41775-12,78.0
41775-13,77.0
41775-14,79.0
41775-2,75.0
41775-3,72.0
41775-4,79.0
41775-5,74.0
41775-6,74.0
41775-7,76.0
41775-8,78.0
41775-9,75.0
4178-1,66.0
4179-1,79.0
4181-1,77.0
4182-1,77.0
4183-1,73.0
4184-1,82.0
41900-1,95.0
41901-1,95.0
41902-1,86.0
41903-1,86.0
41904-1,80.0
41905-1,67.0
41906-1,89.0
41907-1,72.0
41908-1,79.0
4191-1,67.0
41911-1,100.0
41912-1,85.0
41913-1,93.0
41914-1,89.0
41915-1,99.0
41916-1,89.0
41917-1,100.0
41919-1,100.0
4192-1,70.0
4193-1,71.0
4194-1,85.0
4195-1,83.0
41999-1,91.0
4-2,60.0
42000-1,76.0
4200-1,74.0
42001-1,76.0
42002-1,70.0
42004-1,86.0
42005-1,72.0
42006-1,81.0
42007-1,78.0
42008-1,77.0
42009-1,88.0
420-1,78.0
42010-1,83.0
4201-1,78.0
42011-1,82.0
42020-1,70.0
4202-1,85.0
42021-1,83.0
42022-1,77.0
42023-1,71.0
42024-1,72.0
42025-1,85.0
42026-1,65.0
42027-1,65.0
42028-1,76.0
42029-1,84.0
42030-1,82.0
4203-1,88.0
42031-1,78.0
42032-1,86.0
42033-1,89.0
42034-1,80.0
42035-1,85.0
42036-1,72.0
42037-1,73.0
42038-1,77.0
42039-1,89.0
42040-1,91.0
4204-1,85.0
42041-1,75.0
42042-1,88.0
42043-1,89.0
42044-1,76.0
42045-1,82.0
42046-1,80.0
42047-1,80.0
42048-1,83.0
42049-1,71.0
42050-1,77.0
4205-1,82.0
42052-1,87.0
42053-1,87.0
42054-1,93.0
42055-1,79.0
42056-1,85.0
42057-1,80.0
42058-1,58.0
42059-1,72.0
42060-1,76.0
4206-1,84.0
42061-1,83.0
4206-2,85.0
42062-1,82.0
42063-1,84.0
42064-1,76.0
42065-1,87.0
42066-1,84.0
42068-1,83.0
42069-1,87.0
42070-1,64.0
4207-1,88.0
42071-1,83.0
42072-1,79.0
42073-1,74.0
42074-1,81.0
42075-1,83.0
42076-1,68.0
42077-1,83.0
42078-1,83.0
42079-1,80.0
42080-1,79.0
4208-1,84.0
42081-1,76.0
42082-1,90.0
42083-1,85.0
42084-1,83.0
42088-1,80.0
42089-1,77.0
42090-1,79.0
4209-1,86.0
42091-1,74.0
42092-1,84.0
42093-1,78.0
42094-1,83.0
42095-1,85.0
42096-1,81.0
42097-1,78.0
42098-1,88.0
42099-1,80.0
42100-1,90.0
4210-1,80.0
42101-1,75.0
42102-1,97.0
42103-1,100.0
42104-1,90.0
42105-1,75.0
42106-1,75.0
42107-1,91.0
42108-1,76.0
42109-1,58.0
42110-1,88.0
4211-1,60.0
42111-1,69.0
42112-1,78.0
42113-1,93.0
42114-1,80.0
42115-1,82.0
42116-1,65.0
42117-1,62.0
42118-1,68.0
42119-1,73.0
4212-1,55.0
42122-1,77.0
42123-1,100.0
42124-1,75.0
42125-1,70.0
4212662-1,50.0
4213-1,60.0
4216-1,60.0
4219-1,60.0
4221-1,60.0
4222-1,64.0
4225-1,63.0
4229-1,85.0
4232-1,30.0
4239-1,35.0
4244-1,65.0
4250349-1,65.0
425-1,76.0
4267-1,76.0
4278-1,66.0
4279-1,63.0
4280-1,53.0
4281-1,35.0
4282-1,35.0
4284-1,57.0
4285-1,62.0
4285968-1,62.0
4288-1,69.0
4291-1,77.0
4293-1,66.0
4294-1,45.0
4294376-1,45.0
4296-1,45.0
4297-1,50.0
4298-1,53.0
4299-1,65.0
4-3,73.0
4300-1,66.0
430-1,75.0
4301-1,50.0
4305-1,48.0
4306-1,70.0
4307-1,70.0
4308-1,56.0
4309-1,76.0
4310-1,60.0
431-1,60.0
43170-1,89.0
43172-1,93.0
43173-1,96.0
43174-1,93.0
43175-1,81.0
43176-1,88.0
43177-1,84.0
43178-1,100.0
43179-1,76.0
43180-1,98.0
43182-1,81.0
43183-1,78.0
43188-1,100.0
432-1,50.0
4335-1,84.0
4336-1,72.0
4337-1,87.0
4338-1,90.0
4339-1,88.0
4346-1,78.0
4347-1,77.0
4348-1,75.0
4349-1,79.0
435-1,73.0
4383-1,60.0
44000-1,82.0
4400-1,84.0
44001-1,74.0
44002-1,76.0
44003-1,83.0
44004-1,76.0
44005-1,82.0
44006-1,79.0
44007-1,84.0
44008-1,78.0
44009-1,88.0
44010-1,92.0
4401-1,83.0
44011-1,86.0
44012-1,79.0
44013-1,75.0
44014-1,91.0
44015-1,96.0
44016-1,84.0
44017-1,77.0
44018-1,81.0
44019-1,86.0
44020-1,83.0
4402-1,87.0
44021-1,77.0
44022-1,85.0
44023-1,87.0
44024-1,85.0
44025-1,78.0
44026-1,81.0
44027-1,96.0
44028-1,84.0
44029-1,83.0
4403-1,93.0
4404-1,90.0
4405-1,75.0
4406-1,68.0
4407-1,68.0
4408-1,72.0
4410-1,68.0
4411-1,74.0
4413-1,82.0
4415-1,75.0
4416-1,84.0
4417-1,78.0
4418-1,77.0
442-1,82.0
4421-1,78.0
4422-1,55.0
4423-1,82.0
4425-1,78.0
4427-1,66.0
4428-1,73.0
4429-1,72.0
4430-1,86.0
4431-1,72.0
4432-1,79.0
4433-1,81.0
4434-1,79.0
4435-1,77.0
4436-1,76.0
4437-1,79.0
4438-1,76.0
4439-1,83.0
4440-1,85.0
4441-1,79.0
4443-1,77.0
4444-1,60.0
4445-1,55.0
4446-1,67.0
4447-1,55.0
4449-1,55.0
4450-1,53.0
445-1,65.0
4451-1,60.0
4452-1,73.0
4453-1,68.0
4454-1,55.0
4455-1,72.0
4456-1,60.0
4457-1,60.0
4458-1,55.0
4459-1,55.0
4460-1,60.0
4461-1,60.0
4462-1,65.0
4463-1,60.0
4464-1,65.0
4465-1,70.0
4466-1,60.0
4467-1,60.0
4468-1,60.0
4469-1,60.0
4470-1,60.0
4472-1,74.0
4475-1,65.0
4476-1,71.0
4477-1,65.0
4478-1,80.0
4479-1,83.0
4480-1,74.0
4481-1,78.0
4482-1,84.0
4483-1,89.0
4484-1,83.0
4485-1,64.0
4486-1,74.0
4487-1,73.0
4488-1,71.0
4489-1,68.0
4490-1,73.0
4491-1,65.0
4492-1,69.0
4493-1,56.0
4494-1,69.0
4495-1,60.0
4496-1,82.0
4496-2,55.0
4496-3,63.0
4497-1,65.0
4499574-1,74.0
4500-1,79.0
45002-1,87.0
45004-1,100.0
45005-1,72.0
45006-1,92.0
45008-1,88.0
450-1,65.0
45010-1,90.0
4501-1,74.0
45011-1,88.0
45012-1,88.0
45014-1,100.0
45015-1,100.0
45017-1,100.0
45018-1,88.0
45019-1,96.0
4502-1,86.0
45022-1,84.0
45023-1,100.0
45024-1,94.0
45026-1,60.0
4504-1,82.0
4505-1,81.0
4506-1,85.0
4507-1,89.0
4508-1,86.0
45100-1,92.0
4511-1,70.0
45120-1,96.0
4512-1,91.0
4513-1,78.0
4514-1,73.0
4515-1,86.0
4518-1,77.0
4519-1,81.0
4520-1,78.0
452-1,83.0
4521221-1,100.0
4524-1,77.0
4525-1,79.0
4526-1,77.0
4527-1,76.0
4528-1,79.0
4529-1,60.0
45300-1,94.0
4530-1,68.0
45303-1,69.0
45305-1,100.0
453-1,83.0
4531-1,81.0
4532-1,76.0
4533-1,69.0
4534-1,88.0
4535-1,77.0
4536-1,87.0
4537-1,80.0
4538-1,63.0
4539-1,77.0
454-1,73.0
4541-1,77.0
4543-1,84.0
4544-1,74.0
4546-1,81.0
4547-1,93.0
4547551-1,86.0
4548-1,70.0
4549-1,92.0
45500-1,81.0
45501-1,74.0
45502-1,95.0
45503-1,93.0
45504-1,82.0
45505-1,60.0
45506-1,100.0
45507-1,94.0
45508-1,100.0
45509-1,92.0
455-1,88.0
4551-1,88.0
45514-1,61.0
45517-1,72.0
4552-1,88.0
4553-1,67.0
4554-1,92.0
45544-1,62.0
4555-1,88.0
45560-1,70.0
4556-1,64.0
4557-1,47.0
4558-1,92.0
4559-1,79.0
4560-1,51.0
456-1,60.0
4561-1,73.0
4562-1,80.0
4563-1,87.0
4564-1,90.0
4565-1,89.0
4566-1,47.0
4567-1,44.0
45678-1,87.0
4568-1,24.0
4569-1,23.0
4570-1,40.0
4571-1,36.0
4572-1,35.0
4573-1,54.0
4574-1,28.0
4575-1,34.0
4576-1,25.0
4577-1,42.0
4578-1,45.0
4579-1,63.0
4582-1,67.0
4583-1,66.0
4584-1,77.0
4585-1,76.0
4586-1,60.0
4587-1,51.0
4588-1,66.0
4589-1,78.0
4590-1,57.0
4591-1,64.0
4592-1,66.0
4593-1,63.0
4594-1,61.0
4595-1,58.0
4596-1,65.0
4597-1,62.0
4600-1,38.0
460-1,70.0
4601-1,38.0
4603-1,36.0
4604-1,32.0
4605-1,13.0
4606-1,25.0
4607-1,14.0
4608-1,12.0
4609-1,16.0
4610-1,9.0
4611-1,15.0
4612-1,26.0
4613-1,26.0
4614-1,24.0
4615-1,26.0
4616-1,21.0
4617-1,33.0
4618-1,28.0
4619-1,29.0
4620-1,27.0
462-1,82.0
4621-1,7.0
4622-1,16.0
4625-1,90.0
4626-1,90.0
4631-1,84.0
4632-1,84.0
4635-1,75.0
4636-1,70.0
4636204-1,70.0
4637-1,78.0
4641-1,66.0
4642-1,74.0
4643-1,79.0
4644-1,73.0
4645-1,69.0
4648939-1,69.0
4651-1,32.0
4652-1,35.0
4653-1,40.0
4654-1,50.0
4655-1,38.0
4657-1,20.0
4658-1,40.0
4659-1,65.0
4659758-1,65.0
4661-1,60.0
4662-1,60.0
4663-1,45.0
4664-1,70.0
4665-1,73.0
4666-1,50.0
4667-1,58.0
4668-1,35.0
4669-1,58.0
4677-1,82.0
4679-1,88.0
4680-1,45.0
4681-1,65.0
4683-1,50.0
4684-1,60.0
4685-1,63.0
4686-1,60.0
4687-1,60.0
4688-1,65.0
4689-1,60.0
4690-1,55.0
4691-1,60.0
4692-1,55.0
4693-1,70.0
4694-1,67.0
4695-1,70.0
4701-1,63.0
4702-1,75.0
4704-1,71.0
4705-1,73.0
4706-1,79.0
4707-1,79.0
4708-1,78.0
4709-1,77.0
4711-1,59.0
4712-1,73.0
4714-1,78.0
471905-1,78.0
4719-1,81.0
4720-1,88.0
4721-1,62.0
4722-1,66.0
4723-1,69.0
4726-1,71.0
4727-1,78.0
4728-1,81.0
4729-1,86.0
4730-1,89.0
4731-1,81.0
4733-1,78.0
4735-1,79.0
4736-1,76.0
4737-1,71.0
4738-1,75.0
4742-1,85.0
4743-1,81.0
4744-1,77.0
4745-1,81.0
4746-1,80.0
4748-1,81.0
4750-1,67.0
4751-1,83.0
4752-1,76.0
4753-1,73.0
4754-1,75.0
4755-1,79.0
4756-1,85.0
4757-1,84.0
4758-1,81.0
4759-1,76.0
4762-1,84.0
4766-1,89.0
4767-1,68.0
4768-1,78.0
4770-1,83.0
4774-1,87.0
4775-1,80.0
4776-1,79.0
4777-1,86.0
4778-1,84.0
4779-1,77.0
4780-1,75.0
4781-1,84.0
4782-1,60.0
4784-1,73.0
4785-1,70.0
4788-1,70.0
4789-1,77.0
4790-1,65.0
4791-1,67.0
4792-1,77.0
4793-1,78.0
4794-1,67.0
4795-1,75.0
4796-1,73.0
4797-1,72.0
4798-1,67.0
4799-1,61.0
4800-1,67.0
480-1,79.0
4801-1,67.0
4805-1,75.0
4806-1,63.0
4807-1,57.0
4810-1,45.0
4811-1,63.0
4816-1,74.0
4817-1,74.0
4818-1,80.0
4819-1,71.0
4820-1,70.0
4821-1,70.0
4822-1,65.0
483-1,89.0
4837-1,84.0
4838-1,80.0
4840-1,86.0
4841-1,80.0
4842-1,81.0
4850-1,80.0
485-1,74.0
4851-1,85.0
4852-1,65.0
4853-1,72.0
4854-1,77.0
4855-1,78.0
4856-1,76.0
4857-1,76.0
4858-1,53.0
4860-1,60.0
4861-1,60.0
4862-1,92.0
4863-1,92.0
4864-1,92.0
4865-1,76.0
4866-1,75.0
4867-1,73.0
4868-1,72.0
4869-1,79.0
4870-1,76.0
487-1,91.0
4875-1,91.0
4877-1,74.0
4878-1,76.0
4879-1,78.0
4881-1,82.0
4882-1,83.0
4883-1,82.0
4884-1,90.0
4886-1,87.0
4888-1,84.0
4891-1,82.0
4892-1,85.0
4893-1,78.0
4894-1,86.0
4895-1,88.0
4896-1,89.0
4898-1,73.0
4899-1,80.0
4900-1,67.0
490-1,76.0
4904-1,72.0
4906-1,57.0
4910-1,73.0
491-1,68.0
4911-1,65.0
4912-1,65.0
4914-1,65.0
4915-1,78.0
4916-1,77.0
4917-1,77.0
4918-1,76.0
4920-1,72.0
492-1,86.0
4924-1,75.0
4930-1,83.0
493-1,87.0
4933-1,87.0
4936-1,79.0
4937-1,79.0
4938-1,65.0
4939-1,80.0
4940-1,72.0
4942-1,25.0
4943-1,25.0
4946-1,25.0
4947-1,25.0
4948-1,76.0
4949-1,76.0
4950-1,76.0
4953-1,87.0
4954-1,79.0
4955-1,85.0
4956-1,82.0
4957-1,77.0
4958-1,80.0
4960-1,70.0
4962-1,77.0
4963-1,60.0
4964-1,50.0
4966-1,65.0
4968-1,70.0
4969-1,60.0
4970-1,62.0
497-1,94.0
4971-1,94.0
4972-1,94.0
4973-1,65.0
4974-1,65.0
4975-1,70.0
4976-1,70.0
4979-1,70.0
4980-1,85.0
4981-1,78.0
4982-1,70.0
4986-1,70.0
4990-1,82.0
4991-1,67.0
4992-1,70.0
4993-1,85.0
4994-1,85.0
4995-1,68.0
4996-1,85.0
4997-1,87.0
4998-1,79.0
4999-1,89.0
5000022-1,77.0
5000023-1,77.0
5000030-1,81.0
5000062-1,85.0
5000063-1,90.0
5000-1,50.0
5000202-1,90.0
5000210-1,90.0
5000249-1,83.0
5000281-1,70.0
50003-1,82.0
5000437-1,80.0
5000438-1,70.0
5000440-1,100.0
5000463-1,58.0
50006-1,92.0
5000644-1,46.0
5001050-1,46.0
5001095-1,46.0
50011-1,46.0
5001121-1,94.0
5001125-1,40.0
5001159-1,100.0
5001160-1,60.0
5001352-1,60.0
5001383-1,80.0
5001385-1,100.0
5001386-1,100.0
5001621-1,87.0
5001622-1,80.0
5001623-1,76.0
5001632-1,76.0
5001709-1,84.0
5002045-1,92.0
5002-1,37.0
5002113-1,90.0
5002122-1,89.0
5002123-1,81.0
5002125-1,81.0
5002126-1,84.0
5002127-1,96.0
5002130-1,89.0
5002136-1,100.0
5002144-1,79.0
5002145-1,86.0
5002146-1,100.0
5002147-1,100.0
5002148-1,100.0
5002202-1,82.0
5002203-1,90.0
5002204-1,72.0
5002424-1,80.0
5002812-1,83.0
5002813-1,92.0
5002938-1,73.0
5002941-1,71.0
5002943-1,91.0
5002946-1,91.0
5002947-1,83.0
5002948-1,83.0
5003027-1,83.0
5003082-1,88.0
5003083-1,76.0
5003084-1,86.0
5003085-1,78.0
5003563-1,80.0
5004076-1,89.0
5004077-1,89.0
5004081-1,78.0
5004-1,37.0
5004237-1,90.0
5004238-1,89.0
5004267-1,87.0
5004268-1,80.0
5004279-1,100.0
5004280-1,60.0
5004363-1,60.0
5004388-1,60.0
5004389-1,50.0
5004390-1,74.0
5004393-1,86.0
5004394-1,86.0
5004404-1,50.0
5004406-1,77.0
5004408-1,86.0
5004419-1,86.0
5004420-1,71.0
5004421-1,100.0
5004422-1,90.0
5004468-1,74.0
5004573-1,100.0
5004574-1,100.0
5004606-1,100.0
5004608-1,20.0
5004609-1,70.0
5004610-1,60.0
5004892-1,72.0
5004893-1,90.0
5004894-1,80.0
5004895-1,80.0
5004911-1,80.0
5004914-1,80.0
5004915-1,60.0
5004916-1,81.0
5004920-1,98.0
5004928-1,76.0
5004929-1,88.0
5004930-1,87.0
5004931-1,60.0
5004932-1,68.0
5004933-1,48.0
5004934-1,51.0
5004936-1,89.0
5004938-1,82.0
5004939-1,92.0
5004940-1,70.0
5004941-1,75.0
5005-1,60.0
5005107-1,77.0
5005108-1,100.0
5005109-1,57.0
5005112-1,85.0
5005144-1,92.0
5005145-1,66.0
5005146-1,84.0
5005148-1,86.0
5005156-1,58.0
5005182-1,100.0
5005205-1,78.0
5005220-1,80.0
5005223-1,93.0
5005226-1,100.0
5005227-1,73.0
5005228-1,20.0
5005229-1,100.0
5005230-1,87.0
5005233-1,81.0
5005236-1,96.0
5005244-1,74.0
5005249-1,79.0
5005250-1,100.0
5005251-1,80.0
5005253-1,78.0
5005254-1,88.0
5005255-1,86.0
5005256-1,93.0
5005257-1,86.0
5005298-1,80.0
5005352-1,66.0
5005353-1,80.0
5005355-1,90.0
5005356-1,76.0
5005358-1,89.0
5005359-1,55.0
5005375-1,93.0
5005376-1,90.0
5005400-1,100.0
5005401-1,100.0
5005402-1,100.0
5005403-1,100.0
5005471-1,100.0
5005509-1,76.0
5005510-1,76.0
5005511-1,76.0
5005512-1,76.0
5005513-1,84.0
5005514-1,76.0
5005515-1,92.0
5005516-1,92.0
5005517-1,92.0
5005518-1,92.0
5005520-1,90.0
5005521-1,94.0
5005523-1,94.0
5005525-1,94.0
5005527-1,100.0
5005528-1,100.0
5005529-1,80.0
5005530-1,92.0
5005531-1,90.0
5005532-1,90.0
5005533-1,92.0
5005534-1,90.0
5005535-1,90.0
5005536-1,85.0
5005537-1,93.0
5005539-1,88.0
5005570-1,86.0
5005573-1,86.0
5005580-1,20.0
5005607-1,100.0
5005616-1,20.0
5005630-1,20.0
5005634-1,100.0
5005698-1,100.0
5005701-1,60.0
5005706-1,70.0
5005713-1,100.0
5005737-1,60.0
5005738-1,60.0
5005747-1,68.0
5005769-1,20.0
5005772-1,100.0
5005777-1,20.0
