set_num,review_score
6677-1,82.0
6678-1,82.0
6679-1,75.0
6679-2,82.0
6680-1,78.0
6681-1,78.0
6682-1,85.0
6683-1,85.0
6684-1,79.0
6685-1,81.0
6686-1,82.0
6687-1,82.0
6688-1,72.0
6689-1,75.0
6690-1,80.0
6691-1,76.0
6692-1,88.0
6693-1,86.0
6694-1,86.0
6695-1,87.0
6696-1,85.0
6697-1,85.0
6698-1,89.0
6699-1,84.0
670-1,60.0
6701-1,84.0
6702-1,84.0
6703-1,85.0
6704-1,88.0
6705-1,78.0
6706-1,74.0
6707-1,48.0
6709-1,71.0
6710-1,85.0
671-1,69.0
6711-1,77.0
6712-1,72.0
6713-1,57.0
6714-1,64.0
6716-1,81.0
6718-1,74.0
6719-1,64.0
6720-1,70.0
672-1,48.0
6721-1,70.0
6722-1,70.0
673-1,80.0
6731-1,62.0
6732-1,42.0
6733-1,53.0
6734-1,61.0
6735-1,62.0
6736-1,84.0
6737-1,65.0
6738-1,79.0
6739-1,70.0
673F-1,50.0
6740-1,77.0
674-1,77.0
6741-1,78.0
6742-1,73.0
6743-1,77.0
6745-1,69.0
6746-1,76.0
6747-1,70.0
6748-1,79.0
6750-1,70.0
675-1,81.0
6751-1,78.0
6752-1,82.0
6753-1,79.0
6754-1,79.0
6755-1,85.0
6758-1,88.0
6759-1,90.0
6760-1,80.0
6761-1,86.0
6762-1,90.0
6763-1,75.0
6764-1,81.0
6765-1,86.0
6766-1,85.0
6769-1,92.0
6770-1,68.0
677-1,86.0
6771-1,67.0
6772-1,74.0
6773-1,85.0
6774-1,75.0
6775-1,73.0
6776-1,77.0
6780-1,80.0
6781-1,91.0
6783-1,84.0
6784-1,58.0
6785-1,80.0
6790-1,71.0
6791-1,68.0
6799-1,67.0
6800-1,62.0
680-1,73.0
6801-1,75.0
6802-1,74.0
6803-1,73.0
6804-1,70.0
6805-1,73.0
6806-1,79.0
6807-1,74.0
6808-1,64.0
6809-1,75.0
6810-1,77.0
681-1,76.0
6811-1,75.0
6812-1,77.0
6813-1,69.0
6814-1,69.0
6815-1,69.0
6816-1,64.0
6817-1,66.0
6818-1,61.0
6820-1,76.0
682-1,70.0
6821-1,75.0
6822-1,72.0
6823-1,71.0
6824-1,80.0
6825-1,78.0
6826-1,77.0
6827-1,67.0
6828-1,77.0
6829-1,69.0
6830-1,76.0
683-1,75.0
6831-1,75.0
6832-1,73.0
6833-1,84.0
6834-1,74.0
6835-1,73.0
6836-1,67.0
6837-1,60.0
684-1,65.0
6841-1,77.0
6842-1,60.0
6844-1,76.0
6845-1,75.0
6846-1,83.0
6847-1,78.0
6848-1,73.0
6848-2,67.0
6849-1,76.0
6850-1,79.0
685-1,70.0
6851-1,67.0
6852-1,65.0
6854-1,72.0
6856-1,63.0
6857-1,86.0
6858-1,78.0
6860-1,86.0
686-1,70.0
6861-1,87.0
6861-2,80.0
6862-1,80.0
6862-2,83.0
6863-1,81.0
6864-1,82.0
6865-1,74.0
6866-1,86.0
6867-1,79.0
6868-1,76.0
6869-1,78.0
6870-1,79.0
687-1,66.0
6871-1,79.0
6872-1,85.0
6873-1,85.0
6874-1,72.0
6875-1,75.0
6876-1,85.0
6877-1,75.0
6878-1,70.0
6879-1,89.0
6880-1,80.0
688-1,76.0
6881-1,82.0
6882-1,70.0
6883-1,72.0
6884-1,73.0
6885-1,73.0
6886-1,90.0
6887-1,84.0
6889-1,74.0
6890-1,87.0
689-1,74.0
6891-1,88.0
6892-1,70.0
6893-1,78.0
6894-1,90.0
6895-1,86.0
6896-1,85.0
6897-1,79.0
6898-1,85.0
6899-1,64.0
6900-1,75.0
690-1,77.0
6901-1,81.0
6901-2,64.0
6902-1,51.0
6903-1,58.0
6905-1,67.0
6907-1,73.0
6909-1,50.0
6910-1,72.0
691-1,77.0
6911-1,72.0
6912-1,68.0
6913-1,75.0
6914-1,70.0
6915-1,85.0
6918-1,76.0
6919-1,76.0
692-1,67.0
6921-1,86.0
6923-1,91.0
6925-1,79.0
6926-1,79.0
6927-1,76.0
6928-1,80.0
6929-1,83.0
6930-1,85.0
693-1,76.0
6931-1,89.0
6932-1,93.0
6933-1,83.0
6934-1,43.0
6935-1,33.0
6938-1,79.0
6939-1,84.0
6940-1,89.0
694-1,75.0
6941-1,90.0
6942-1,51.0
6943-1,56.0
6944-1,56.0
6945-1,56.0
6946-1,56.0
6949-1,87.0
6950-1,80.0
695-1,78.0
6951-1,83.0
6952-1,85.0
6953-1,81.0
6954-1,88.0
6955-1,87.0
6956-1,83.0
6957-1,87.0
6958-1,79.0
6959-1,72.0
696-1,60.0
6963-1,78.0
6964-1,82.0
6965-1,86.0
6966-1,79.0
6967-1,82.0
6968-1,71.0
6969-1,76.0
6970-1,91.0
697-1,49.0
6971-1,84.0
697-2,73.0
6972-1,78.0
6973-1,92.0
6975-1,81.0
6977-1,79.0
6979-1,78.0
6980-1,91.0
698-1,75.0
6981-1,84.0
6982-1,82.0
6983-1,80.0
6984-1,91.0
6985-1,91.0
6986-1,91.0
6987-1,86.0
6988-1,80.0
6989-1,97.0
6990-1,94.0
699-1,72.0
6991-1,88.0
6999-1,61.0
70000-1,72.0
7000-1,62.0
70001-1,80.0
70002-1,77.0
70003-1,82.0
70004-1,84.0
70005-1,71.0
70006-1,78.0
70007-1,75.0
70008-1,85.0
70009-1,82.0
70010-1,82.0
7001-1,59.0
70011-1,84.0
70012-2,79.0
70013-1,80.0
70014-1,80.0
7002-1,56.0
7003-1,65.0
7009-1,75.0
70100-1,69.0
70101-1,74.0
70102-1,79.0
70103-1,71.0
70104-1,67.0
70105-1,74.0
70106-1,77.0
70107-1,82.0
70108-1,73.0
70109-1,82.0
70110-1,75.0
70111-1,77.0
70112-1,75.0
70113-1,67.0
70114-1,72.0
70115-1,77.0
70123-1,80.0
70124-1,82.0
70125-1,71.0
70126-1,74.0
70127-1,79.0
70128-1,79.0
70129-1,85.0
70130-1,80.0
70131-1,85.0
70132-1,92.0
70133-1,82.0
70134-1,70.0
70135-1,86.0
70136-1,76.0
70137-1,66.0
70138-1,65.0
70139-1,75.0
70140-1,70.0
70141-1,87.0
70142-1,81.0
70143-1,75.0
70144-1,84.0
70145-1,93.0
70146-1,89.0
70147-1,92.0
70149-1,66.0
70150-1,68.0
7015-1,77.0
70151-1,75.0
70155-1,81.0
70156-1,66.0
70160-1,77.0
7016-1,80.0
70161-1,89.0
70162-1,88.0
70163-1,86.0
70164-1,91.0
70165-1,88.0
70166-1,79.0
70167-1,84.0
70168-1,78.0
70169-1,74.0
70170-1,88.0
7017-1,79.0
70171-1,88.0
70172-1,76.0
70173-1,86.0
7018-1,84.0
7019-1,91.0
70200-1,88.0
7020-1,88.0
70201-1,79.0
70202-1,87.0
70203-1,87.0
70204-1,87.0
70205-1,91.0
70207-1,100.0
70208-1,66.0
70209-1,100.0
702-1,77.0
70210-1,100.0
7021-1,83.0
70211-1,74.0
70212-1,100.0
70220-1,83.0
70221-1,86.0
70222-1,83.0
70223-1,91.0
70224-1,95.0
70225-1,84.0
70226-1,87.0
70227-1,90.0
70228-1,97.0
70229-1,82.0
70230-1,80.0
70231-1,76.0
70232-1,72.0
7029-1,79.0
7030-1,74.0
703-1,59.0
70310-1,76.0
7031-1,63.0
70311-1,69.0
70312-1,76.0
70313-1,82.0
70314-1,84.0
70315-1,86.0
70316-1,85.0
70317-1,86.0
70318-1,89.0
70319-1,81.0
70320-1,86.0
7032-1,80.0
70321-1,88.0
70322-1,93.0
70323-1,89.0
70324-1,77.0
70325-1,80.0
70326-1,88.0
70327-1,85.0
70330-1,87.0
7033-1,82.0
70331-1,82.0
70332-1,83.0
70333-1,81.0
70334-1,84.0
70335-1,87.0
70336-1,77.0
70337-1,84.0
70338-1,91.0
70339-1,88.0
7034-1,82.0
70347-1,74.0
70348-1,89.0
70349-1,73.0
70350-1,74.0
7035-1,74.0
70351-1,90.0
70352-1,81.0
70353-1,90.0
70354-1,88.0
70355-1,92.0
70356-1,88.0
70357-1,70.0
70358-1,100.0
70359-1,87.0
7036-1,85.0
70361-1,98.0
70362-1,84.0
70363-1,89.0
70364-1,81.0
70365-1,80.0
70366-1,76.0
7037-1,83.0
70372-1,70.0
70373-1,70.0
7038-1,76.0
70400-1,78.0
7040-1,74.0
70401-1,76.0
70402-1,80.0
70403-1,72.0
70404-1,79.0
70409-1,71.0
704-1,78.0
70410-1,79.0
7041-1,88.0
70411-1,85.0
70412-1,83.0
70413-1,81.0
70418-1,74.0
70419-1,82.0
70420-1,84.0
7042-1,65.0
70421-1,78.0
70422-1,90.0
70423-1,89.0
70424-1,84.0
70425-1,93.0
70427-1,91.0
70428-1,83.0
70429-1,94.0
70430-1,84.0
7043-1,70.0
70431-1,80.0
70432-1,90.0
70433-1,72.0
70434-1,75.0
70435-1,87.0
70436-1,80.0
70437-1,85.0
7044-1,81.0
7045-1,74.0
7046-1,83.0
7047-1,78.0
7048-1,82.0
7049-1,77.0
70500-1,81.0
7050-1,74.0
70501-1,76.0
70502-1,75.0
70503-1,85.0
70504-1,79.0
70505-1,84.0
705-1,59.0
7051-1,81.0
7052-1,86.0
70588-1,90.0
70589-1,80.0
70590-1,78.0
70591-1,78.0
70592-1,91.0
70593-1,95.0
70594-1,89.0
70595-1,87.0
70596-1,80.0
70599-1,75.0
70600-1,82.0
70601-1,84.0
70602-1,87.0
70603-1,84.0
70604-1,90.0
70605-1,83.0
70606-1,78.0
70607-1,90.0
70608-1,76.0
70609-1,80.0
706-1,70.0
70610-1,84.0
70611-1,86.0
70612-1,85.0
70613-1,78.0
70614-1,89.0
70615-1,86.0
70616-1,73.0
70617-1,87.0
70618-1,94.0
70620-1,97.0
70621-1,85.0
70622-1,77.0
70623-1,82.0
70624-1,87.0
70625-1,85.0
70626-1,80.0
70627-1,85.0
70628-1,75.0
70629-1,74.0
70631-1,83.0
70632-1,85.0
70633-1,81.0
70634-1,82.0
70635-1,84.0
70636-1,82.0
70637-1,84.0
70638-1,82.0
70639-1,81.0
70640-1,70.0
70641-1,83.0
70642-1,74.0
70643-1,79.0
70644-1,85.0
70645-1,89.0
70646-1,83.0
70647-1,83.0
70648-1,75.0
70650-1,80.0
7065-1,80.0
70651-1,88.0
70652-1,86.0
70653-1,93.0
70654-1,90.0
70655-1,86.0
70656-1,91.0
70657-1,90.0
70658-1,84.0
70659-1,88.0
70660-1,87.0
7066-1,87.0
70661-1,81.0
70662-1,85.0
70663-1,92.0
70664-1,86.0
70665-1,83.0
70666-1,86.0
70667-1,80.0
70668-1,88.0
70669-1,88.0
70670-1,87.0
7067-1,83.0
70671-1,79.0
70672-1,85.0
70673-1,85.0
70674-1,93.0
70675-1,89.0
70676-1,93.0
70677-1,88.0
70678-1,94.0
70679-1,86.0
70680-1,80.0
70681-1,88.0
70682-1,83.0
70683-1,84.0
70684-1,89.0
70685-1,68.0
70686-1,80.0
70687-1,80.0
70700-1,73.0
7070-1,53.0
70701-1,81.0
70702-1,76.0
70703-1,74.0
70704-1,86.0
70705-1,78.0
70706-1,81.0
70707-1,88.0
70708-1,87.0
70709-1,81.0
7071-1,38.0
70720-1,70.0
7072-1,34.0
70721-1,84.0
70722-1,78.0
70723-1,87.0
70724-1,83.0
70725-1,89.0
70726-1,82.0
70727-1,84.0
70728-1,90.0
70730-1,84.0
7073-1,28.0
70731-1,80.0
70732-1,92.0
70733-1,80.0
70734-1,88.0
70735-1,85.0
70736-1,86.0
70737-1,89.0
70738-1,95.0
70739-1,89.0
70740-1,86.0
7074-1,26.0
70741-1,83.0
70742-1,84.0
70743-1,86.0
70744-1,84.0
70745-1,71.0
70746-1,76.0
70747-1,90.0
70748-1,87.0
70749-1,87.0
70750-1,78.0
7075-1,53.0
70751-1,93.0
70752-1,61.0
70753-1,81.0
70754-1,72.0
70755-1,87.0
70756-1,85.0
70778-1,88.0
70779-1,91.0
70780-1,83.0
7078-1,71.0
70781-1,88.0
70782-1,86.0
70783-1,83.0
70784-1,91.0
70785-1,91.0
70786-1,89.0
70787-1,89.0
70788-1,92.0
70789-1,88.0
70790-1,79.0
7079-1,78.0
70791-1,86.0
70792-1,85.0
70793-1,87.0
70794-1,79.0
70795-1,89.0
70800-1,75.0
7080-1,40.0
70801-1,78.0
70802-1,81.0
70803-1,83.0
70804-1,89.0
70805-1,87.0
70806-1,68.0
70807-1,88.0
70808-1,88.0
70809-1,89.0
708-1,73.0
70810-1,90.0
7081-1,39.0
70811-1,83.0
70812-1,85.0
70813-1,78.0
70814-1,85.0
70815-1,89.0
70816-1,95.0
70817-1,79.0
70818-1,88.0
70819-1,83.0
70820-1,68.0
7082-1,37.0
70821-1,89.0
70822-1,86.0
70823-1,78.0
70824-1,81.0
70825-1,89.0
70826-1,78.0
70827-1,85.0
70828-1,86.0
70829-1,83.0
70830-1,84.0
70831-1,87.0
70832-1,77.0
70833-1,68.0
70834-1,87.0
70835-1,75.0
70836-1,79.0
70837-1,95.0
70838-1,98.0
70839-1,88.0
70840-1,94.0
70841-1,95.0
70842-1,72.0
70847-1,87.0
70848-1,93.0
70849-1,79.0
70900-1,77.0
7090-1,78.0
70901-1,78.0
70902-1,79.0
70903-1,78.0
70904-1,86.0
70905-1,83.0
70906-1,85.0
70907-1,72.0
70908-1,84.0
70909-1,79.0
709-1,71.0
70910-1,67.0
7091-1,85.0
70911-1,77.0
70912-1,85.0
70913-1,79.0
70914-1,80.0
70915-1,84.0
70916-1,86.0
70917-1,94.0
70918-1,71.0
70919-1,76.0
70920-1,88.0
7092-1,85.0
70921-1,72.0
70922-1,84.0
70923-1,83.0
7093-1,81.0
7094-1,83.0
7097-1,77.0
71000-1,81.0
71000-10,81.0
71000-11,62.0
71000-12,82.0
71000-13,82.0
71000-14,74.0
71000-15,84.0
71000-16,83.0
71000-17,88.0
71000-18,88.0
71000-2,70.0
71000-3,77.0
71000-4,70.0
71000-5,68.0
71000-6,77.0
71000-7,83.0
71000-8,78.0
71000-9,78.0
71001-1,82.0
71001-10,81.0
71001-11,77.0
71001-12,83.0
71001-13,72.0
71001-14,83.0
71001-15,77.0
71001-16,83.0
71001-17,92.0
71001-2,86.0
71001-3,83.0
71001-4,75.0
71001-5,81.0
71001-6,79.0
71001-7,88.0
71001-8,85.0
71001-9,83.0
71002-0,90.0
71002-1,76.0
71002-10,88.0
71002-11,81.0
71002-12,85.0
71002-13,82.0
71002-14,86.0
71002-15,81.0
71002-16,77.0
71002-17,87.0
71002-18,87.0
71002-2,89.0
71002-3,82.0
71002-4,87.0
71002-5,85.0
71002-6,90.0
71002-7,76.0
71002-8,85.0
71002-9,78.0
71004-1,75.0
71004-10,86.0
71004-11,72.0
71004-12,87.0
71004-13,79.0
71004-14,80.0
71004-15,89.0
71004-16,71.0
71004-17,81.0
71004-18,86.0
71004-2,82.0
71004-3,82.0
71004-4,76.0
71004-5,83.0
71004-6,83.0
71004-7,84.0
71004-8,85.0
71004-9,80.0
71005-1,81.0
71005-10,86.0
71005-11,86.0
71005-12,79.0
71005-13,83.0
71005-14,85.0
71005-15,85.0
71005-16,86.0
71005-17,90.0
71005-18,90.0
71005-2,87.0
71005-3,85.0
71005-4,83.0
71005-5,88.0
71005-6,88.0
71005-7,87.0
71005-8,89.0
71005-9,83.0
71006-1,92.0
71007-1,86.0
71007-10,75.0
71007-11,79.0
71007-12,75.0
71007-13,65.0
71007-14,88.0
71007-15,76.0
71007-16,83.0
71007-17,85.0
71007-2,90.0
71007-3,81.0
71007-4,80.0
71007-5,89.0
71007-6,71.0
71007-7,75.0
71007-8,71.0
71007-9,72.0
71008-0,68.0
71008-1,89.0
71008-10,74.0
71008-11,81.0
71008-12,82.0
71008-13,86.0
71008-14,88.0
71008-15,74.0
71008-16,78.0
71008-17,85.0
71008-18,85.0
71008-2,75.0
71008-3,86.0
71008-4,77.0
71008-5,80.0
71008-6,78.0
71008-7,79.0
71008-8,89.0
71008-9,83.0
71009-1,77.0
71009-10,75.0
71009-11,66.0
71009-12,67.0
71009-13,82.0
71009-14,79.0
71009-15,79.0
71009-16,81.0
71009-17,81.0
71009-18,81.0
71009-2,75.0
71009-3,83.0
71009-4,87.0
71009-5,83.0
71009-6,72.0
71009-7,84.0
71009-8,70.0
71009-9,79.0
710-1,67.0
71010-1,85.0
71010-10,85.0
71010-11,87.0
71010-12,66.0
71010-13,82.0
71010-14,81.0
71010-15,77.0
71010-16,79.0
71010-17,82.0
71010-2,71.0
71010-3,82.0
71010-4,75.0
71010-5,87.0
71010-6,85.0
71010-7,83.0
71010-8,85.0
71010-9,87.0
7101-1,75.0
71011-1,91.0
71011-10,74.0
71011-11,73.0
71011-12,72.0
71011-13,92.0
71011-14,76.0
71011-15,68.0
71011-16,82.0
71011-17,88.0
71011-18,88.0
71011-2,86.0
71011-3,83.0
71011-4,90.0
71011-5,82.0
71011-6,89.0
71011-7,76.0
71011-8,86.0
71011-9,85.0
71012-0,80.0
71012-1,79.0
71012-10,90.0
71012-11,83.0
71012-12,91.0
71012-13,85.0
71012-14,84.0
71012-15,83.0
71012-16,89.0
71012-17,92.0
71012-18,88.0
71012-19,91.0
71012-2,79.0
71012-20,92.0
71012-3,89.0
71012-4,84.0
71012-5,82.0
71012-6,91.0
71012-7,84.0
71012-8,85.0
71012-9,72.0
71013-0,60.0
71013-1,87.0
71013-10,87.0
71013-11,85.0
71013-12,78.0
71013-13,83.0
71013-14,81.0
71013-15,86.0
71013-16,82.0
71013-17,84.0
71013-18,84.0
71013-2,73.0
71013-3,81.0
71013-4,89.0
71013-5,84.0
71013-6,92.0
71013-7,81.0
71013-8,78.0
71013-9,76.0
71014-1,87.0
71014-10,80.0
71014-11,80.0
71014-12,80.0
71014-13,80.0
71014-14,80.0
71014-15,80.0
71014-16,80.0
71014-17,80.0
71014-2,80.0
71014-3,80.0
71014-4,80.0
71014-5,80.0
71014-6,80.0
71014-7,80.0
71014-8,80.0
71014-9,80.0
71016-1,93.0
71017-0,62.0
71017-1,84.0
71017-10,81.0
71017-11,86.0
71017-12,83.0
71017-13,87.0
71017-14,81.0
71017-15,71.0
71017-16,78.0
71017-17,82.0
71017-18,85.0
71017-19,86.0
71017-2,85.0
71017-20,67.0
71017-21,87.0
71017-3,88.0
71017-4,74.0
71017-5,90.0
71017-6,75.0
71017-7,89.0
71017-8,68.0
71017-9,82.0
71018-0,52.0
71018-1,78.0
71018-10,68.0
71018-11,80.0
71018-12,70.0
71018-13,90.0
71018-14,59.0
71018-15,79.0
71018-16,80.0
71018-17,73.0
71018-2,57.0
71018-3,78.0
71018-4,84.0
71018-5,71.0
71018-6,87.0
71018-7,85.0
71018-8,61.0
71018-9,77.0
71019-1,81.0
71019-10,76.0
71019-11,81.0
71019-12,83.0
71019-13,79.0
71019-14,80.0
71019-15,81.0
71019-16,81.0
71019-17,67.0
71019-18,77.0
71019-19,80.0
71019-2,79.0
71019-20,78.0
71019-21,77.0
71019-22,73.0
71019-3,78.0
71019-4,80.0
71019-5,79.0
71019-6,79.0
71019-7,74.0
71019-8,72.0
71019-9,87.0
71020-1,77.0
71020-10,70.0
71020-11,86.0
71020-12,65.0
71020-13,75.0
71020-14,74.0
71020-15,64.0
71020-16,80.0
71020-17,75.0
71020-18,66.0
71020-19,83.0
71020-2,79.0
71020-20,74.0
71020-21,80.0
71020-22,73.0
71020-3,87.0
71020-4,68.0
71020-5,77.0
71020-6,76.0
71020-7,86.0
71020-8,79.0
71020-9,74.0
71021-0,78.0
71021-1,81.0
71021-10,87.0
71021-11,77.0
71021-12,63.0
71021-13,88.0
71021-14,81.0
71021-15,80.0
71021-16,83.0
71021-17,74.0
71021-18,82.0
71021-19,82.0
71021-2,86.0
71021-3,87.0
71021-4,84.0
71021-5,77.0
71021-6,80.0
71021-7,89.0
71021-8,88.0
71021-9,65.0
71022-0,86.0
71022-1,82.0
71022-10,82.0
71022-11,88.0
71022-12,82.0
71022-13,82.0
71022-14,84.0
71022-15,86.0
71022-16,87.0
71022-17,87.0
71022-18,81.0
71022-19,79.0
71022-2,79.0
71022-20,82.0
71022-21,71.0
71022-22,82.0
71022-23,83.0
71022-24,84.0
71022-3,74.0
71022-4,84.0
71022-5,91.0
71022-6,85.0
71022-7,74.0
71022-8,81.0
71022-9,83.0
71023-1,87.0
71023-10,89.0
71023-11,89.0
71023-12,89.0
71023-13,88.0
71023-14,91.0
71023-15,90.0
71023-16,85.0
71023-17,92.0
71023-18,89.0
71023-19,93.0
71023-2,83.0
71023-20,86.0
71023-21,90.0
71023-22,90.0
71023-3,85.0
71023-4,91.0
71023-5,89.0
71023-6,90.0
71023-7,79.0
71023-8,89.0
71023-9,85.0
71024-1,81.0
71024-10,86.0
71024-11,91.0
71024-12,88.0
71024-13,87.0
71024-14,86.0
71024-15,91.0
71024-16,89.0
71024-17,70.0
71024-18,81.0
71024-19,74.0
71024-2,83.0
71024-20,72.0
71024-3,81.0
71024-4,81.0
71024-5,80.0
71024-6,92.0
71024-7,75.0
71024-8,75.0
71024-9,86.0
71025-1,83.0
71025-10,87.0
71025-11,82.0
71025-12,78.0
71025-13,77.0
71025-14,78.0
71025-15,75.0
71025-16,77.0
71025-17,79.0
71025-18,77.0
71025-2,82.0
71025-3,87.0
71025-4,83.0
71025-5,82.0
71025-6,81.0
71025-7,71.0
71025-8,59.0
71025-9,87.0
71026-0,85.0
71026-1,74.0
71026-10,78.0
71026-11,78.0
71026-12,68.0
71026-13,71.0
71026-14,69.0
71026-15,85.0
71026-16,77.0
71026-17,90.0
71026-18,70.0
71026-2,76.0
71026-3,80.0
71026-4,77.0
71026-5,77.0
71026-6,68.0
71026-7,69.0
71026-8,70.0
71026-9,77.0
71027-0,50.0
71027-1,65.0
71027-10,50.0
71027-11,50.0
71027-12,50.0
71027-13,62.0
71027-14,65.0
71027-15,67.0
71027-16,50.0
71027-17,65.0
71027-18,50.0
71027-2,50.0
71027-3,50.0
71027-4,66.0
71027-5,65.0
71027-6,66.0
71027-7,50.0
71027-8,69.0
71027-9,50.0
71028-0,80.0
71028-1,70.0
71028-10,70.0
71028-11,70.0
71028-12,82.0
71028-13,80.0
71028-14,77.0
71028-15,80.0
71028-16,80.0
71028-17,80.0
71028-18,80.0
71028-2,91.0
71028-3,70.0
71028-4,70.0
71028-5,81.0
71028-6,70.0
71028-7,80.0
71028-8,70.0
71028-9,70.0
71029-0,70.0
71029-1,70.0
71029-10,70.0
71029-11,70.0
71029-12,70.0
71029-13,70.0
71029-14,70.0
71029-2,70.0
71029-3,70.0
71029-5,70.0
71029-6,70.0
71029-7,70.0
71029-8,70.0
71029-9,70.0
710-3,86.0
7103-1,83.0
71040-1,94.0
7104-1,80.0
71042-1,83.0
71043-1,94.0
71044-1,85.0
7106-1,70.0
7110-1,82.0
711-1,75.0
7111-1,62.0
7113-1,75.0
7115-1,62.0
7116-1,65.0
71170-1,80.0
7117-1,73.0
71171-1,87.0
71172-1,88.0
71173-1,71.0
71174-1,83.0
7119-1,81.0
71200-1,82.0
71201-1,80.0
71202-1,76.0
71203-1,75.0
71204-1,90.0
71205-1,83.0
71206-1,78.0
71207-1,70.0
71209-1,76.0
712-1,84.0
71210-1,74.0
7121-1,70.0
71211-1,63.0
71212-1,76.0
71213-1,70.0
71214-1,76.0
71215-1,78.0
71216-1,82.0
71217-1,77.0
71218-1,78.0
71219-1,82.0
71220-1,78.0
71221-1,84.0
71222-1,68.0
71223-1,70.0
71227-1,68.0
71228-1,87.0
71229-1,78.0
71230-1,74.0
71231-1,71.0
71232-1,75.0
71233-1,76.0
71234-1,82.0
71235-1,71.0
71236-1,63.0
71237-1,70.0
71238-1,89.0
71239-1,76.0
71240-1,76.0
7124-1,75.0
71241-1,85.0
71242-1,78.0
71244-1,87.0
71245-1,87.0
71246-1,85.0
71247-1,85.0
71248-1,84.0
71251-1,83.0
71253-1,76.0
71255-1,79.0
71256-1,80.0
71257-1,76.0
71258-1,77.0
7126-1,74.0
71264-1,82.0
71266-1,88.0
71267-1,91.0
7127-1,69.0
7128-1,82.0
71285-1,83.0
71286-1,80.0
71287-1,76.0
71300-1,93.0
7130-1,85.0
71301-1,69.0
71302-1,85.0
71303-1,92.0
71304-1,87.0
71305-1,85.0
71306-1,83.0
71307-1,83.0
71308-1,88.0
71309-1,97.0
71310-1,94.0
7131-1,68.0
71311-1,82.0
71312-1,95.0
71313-1,91.0
71314-1,85.0
71315-1,87.0
71316-1,91.0
7133-1,83.0
71340-1,78.0
7134-1,74.0
71343-1,89.0
71344-1,85.0
71346-1,82.0
71348-1,84.0
71349-1,90.0
7135-1,68.0
71360-1,81.0
7136-1,61.0
71361-0,90.0
71361-1,89.0
71361-10,86.0
71361-11,90.0
71361-12,90.0
71361-2,87.0
71361-3,90.0
71361-4,86.0
71361-5,87.0
71361-6,90.0
71361-7,90.0
71361-8,90.0
71361-9,90.0
71362-1,82.0
71363-1,81.0
71364-1,89.0
71365-1,86.0
71366-1,82.0
71367-1,82.0
71368-1,86.0
71369-1,86.0
71370-1,72.0
7137-1,73.0
71371-1,71.0
71372-1,79.0
71373-1,73.0
71374-1,89.0
71376-1,88.0
71377-1,83.0
71380-1,70.0
7138-1,71.0
71381-1,80.0
71382-1,70.0
71383-1,70.0
71384-1,65.0
71385-1,60.0
71386-0,80.0
71386-1,80.0
71386-10,80.0
71386-11,80.0
71386-2,80.0
71386-3,80.0
71386-4,80.0
71386-5,80.0
71386-6,80.0
71386-7,80.0
71386-8,80.0
71386-9,80.0
7139-1,85.0
7140-1,92.0
7141-1,77.0
7142-1,85.0
7143-1,83.0
7144-1,76.0
7145-1,75.0
7146-1,83.0
7147-1,73.0
7148-1,86.0
7150-1,78.0
715-1,72.0
7151-1,70.0
7152-1,81.0
7153-1,84.0
7155-1,75.0
7156-1,71.0
7157-1,77.0
7158-1,71.0
7159-1,51.0
7160-1,73.0
7161-1,74.0
7162-1,84.0
7163-1,86.0
7164-1,68.0
7165-1,67.0
7166-1,88.0
7167-1,71.0
7168-1,64.0
7169-1,83.0
71699-1,92.0
71700-1,85.0
71701-1,75.0
7170-2,56.0
71702-1,87.0
71703-1,71.0
71704-1,93.0
71705-1,100.0
71706-1,86.0
71707-1,79.0
71708-1,86.0
71709-1,81.0
71710-1,68.0
7171-1,77.0
71711-1,87.0
71712-1,84.0
71713-1,82.0
71714-1,88.0
71715-1,88.0
71716-1,87.0
71717-1,91.0
71718-1,89.0
71719-1,98.0
71720-1,96.0
71721-1,83.0
71722-1,94.0
71730-1,90.0
71732-1,100.0
71735-1,90.0
71736-1,87.0
71737-1,100.0
71738-1,70.0
71742-1,70.0
7176-1,60.0
7178-1,60.0
7179-1,80.0
7180-1,75.0
7181-1,78.0
7184-1,79.0
7186-1,70.0
7187-1,78.0
7188-1,78.0
7189-1,86.0
7190-1,77.0
7191-1,88.0
7194-1,76.0
7195-1,89.0
7196-1,73.0
7197-1,82.0
7198-1,73.0
7199-1,78.0
7200-1,71.0
72001-1,95.0
72002-1,78.0
72003-1,92.0
72004-1,87.0
72005-1,88.0
72006-1,85.0
720-1,74.0
7201-1,75.0
720-2,87.0
7203-1,79.0
7204-1,74.0
7206-1,82.0
7207-1,70.0
7208-1,75.0
7209-1,78.0
7210-1,68.0
721-1,82.0
7212-1,66.0
7213-1,80.0
7214-1,79.0
7216-1,55.0
7218-1,57.0
7219-1,73.0
722-1,87.0
7221-1,66.0
722-2,82.0
7222-1,77.0
7223-1,83.0
7224-1,60.0
723-1,83.0
723-2,83.0
7235-1,70.0
7235-2,72.0
7236-1,74.0
7236-2,70.0
7237-1,82.0
7237-2,66.0
7238-1,70.0
7239-1,80.0
7240-1,71.0
724-1,72.0
7241-1,64.0
7242-1,74.0
7243-1,76.0
7244-1,69.0
7245-1,71.0
7245-2,76.0
7246-1,70.0
7248-1,74.0
7249-1,86.0
7250-1,75.0
725-1,83.0
