set_num,rrp,current_value,growth,annual_growth
271712-1,,4.83,,0.069
271713-1,,3.31,,0.022000000000000002
271714-1,,4.33,,0.032
271715-1,,4.54,,0.10800000000000001
271716-1,,6.66,,0.061
271717-1,,3.74,,0.012
271718-1,,3.5,,0.022000000000000002
271719-1,,2.65,,0.251
271720-1,,3.63,,0.042
271721-1,,4.52,,0.052000000000000005
271722-1,,4.51,,0.062
271723-1,,3.25,,0.07200000000000001
2718-1,26.99,152.32,4.644,0.044000000000000004
271824-1,,4.51,,0.102
271825-1,,3.83,,0.042
271826-1,,6.9,,0.053
271827-1,,4.39,,0.042
271828-1,,4.67,,0.042
271829-1,,4.39,,0.022000000000000002
271830-1,,5.91,,0.022000000000000002
271831-1,,3.82,,0.052000000000000005
271832-1,,4.39,,0.062
2719-1,,7.74,,0.057999999999999996
2720-1,,179.77,,
272-1,4.04,67.84,15.806,0.062
2722-1,,5.09,,0.019
2728-1,,7.47,,0.047
2729-1,,6.59,,0.046
2730-1,114.74,431.85,2.764,0.05
273-1,2.69,111.65,40.558,0.07200000000000001
2731-1,20.24,49.77,1.46,0.038
2732-1,58.05,301.83,4.2,0.063
2733-1,26.99,73.87,1.7369999999999999,0.038
2734-1,7.99,84.94,11.609000000000002,0.057
2735-1,7.99,16.02,1.379,0.106
2736-1,16.19,29.13,0.8,0.027000000000000003
2737-1,12.14,37.73,2.109,0.043
2738-1,22.94,48.48,1.114,0.028999999999999998
2739-1,9.11,19.28,1.1159999999999999,0.032
2740-1,13.49,19.98,0.48100000000000004,0.015
274-1,4.04,60.06,13.88,0.06
2741-1,,440.38,,
2742-1,,7.05,,0.055999999999999994
2743-1,,4.43,,0.018000000000000002
2744-1,,6.06,,0.075
2745-1,134.99,290.95,1.155,0.033
2750-1,,81.82,,
275-1,4.04,194.0,47.06,0.08800000000000001
2751-1,5.39,,,
2752-1,,81.7,,
2754-1,,,,
2756-1,20.24,91.0,3.497,0.045
2757-1,,8.18,,0.059000000000000004
2758-1,,,,
2759-1,,6.12,,0.027000000000000003
2760-1,,,,
276-1,4.04,127.36,30.552,0.057
2761-1,26.99,,,
2762-1,36.44,87.13,1.391,0.039
2769-1,,51.06,,0.06
2770-1,93.15,350.99,2.7680000000000002,0.04
277-1,4.04,40.64,9.067,0.055
2771-1,,40.89,,
2772-1,,91.1,,
2773-1,,65.12,,
2774-1,20.24,37.03,0.83,0.038
2775-1,,,,
2776-1,,59.76,,
2777-1,,,,
2778-1,,129.38,,
2779-1,,,,
2780-1,,265.82,,
278-1,4.04,75.86,17.793,0.07200000000000001
2781-1,,80.2,,
2783-1,,28.9,,
2784-1,8.09,38.23,3.728,0.062
2785-1,11.81,72.98,5.178,0.076
2786-1,,61.4,,
2787-1,12.14,58.95,3.858,0.063
2788-1,20.24,128.6,5.355,0.07400000000000001
2789-1,,101.84,,
2790-1,,94.92,,
2791-1,29.69,109.03,2.673,0.055999999999999994
2792-1,67.49,289.35,3.287,0.057999999999999996
2794-1,113.4,291.09,1.567,0.037000000000000005
2795-1,29.69,,,
2796-1,,,,
2797-1,20.24,,,
2799-1,26.99,,,
280-1,0.68,50.96,74.5,0.061
280-2,0.68,,,
2803-1,13.49,238.26,16.667,0.147
2805-1,,55.51,,
2806-1,4.04,16.9,3.187,0.064
2807-1,13.49,20.24,0.501,0.043
2808-1,24.29,120.15,3.947,0.079
28-1,199.99,674.99,1.778,0.136
281-1,0.68,,,
2811-1,67.49,229.03,2.394,0.06
281-2,0.68,,,
2814-1,40.49,115.36,1.849,0.051
2815-1,6.74,,,
2817-1,33.74,,,
2818-1,36.44,,,
2819-1,33.74,95.84,1.841,0.051
282-1,0.68,,,
2821-1,40.49,385.72,8.527000000000001,0.113
282-2,0.68,,,
2824-1,39.99,57.69,0.221,0.02
2825-1,13.49,122.5,8.083,0.132
2827-1,33.74,,,
2828-1,9.44,41.12,3.358,0.073
2829-1,8.09,45.32,4.604,0.051
2830-1,13.49,,,
283-1,0.68,,,
2831-1,13.49,,,
283-2,0.68,,,
2832-1,13.49,65.83,3.8810000000000002,0.078
2833-1,26.99,185.3,5.8660000000000005,0.096
2834-1,53.99,125.9,1.3319999999999999,0.040999999999999995
2838-1,,,,
2840-1,,16.36,,0.304
2841-1,,17.52,,0.022000000000000002
2842-1,,19.97,,0.053
2843-1,19.99,,,
2844-1,19.99,,,
2845-1,,36.72,,0.14400000000000002
2846-1,,41.8,,0.083
2847-1,2.01,25.53,11.690999999999999,0.113
2848-1,2.69,30.39,10.312000000000001,0.075
2849-1,3.36,9.92,1.952,0.05
2850829-1,24.99,33.74,,
285-1,9.38,401.46,41.788000000000004,0.07200000000000001
2851-1,10.79,,,
2851146-1,20.24,,,
2852-1,13.49,,,
2852724-1,69.99,66.15,,
2852725-1,69.99,80.0,0.185,0.040999999999999995
2852726-1,69.99,90.61,0.221,0.027999999999999997
2853216-1,69.99,97.08,0.308,0.054000000000000006
2853590-1,,101.24,,0.047
2853662-1,,,,
2853835-1,,164.71,,0.016
2853944-1,,17.21,,0.032
2854-1,9.44,67.43,6.146,0.1
2855028-1,,25.16,,0.109
2855040-1,69.99,94.15,0.395,0.055
2855041-1,,13.28,,0.023
2855044-1,,15.74,,0.061
2855045-1,,11.81,,0.019
2855046-1,,14.54,,0.037000000000000005
2856028-1,27.49,33.74,,
2856079-1,4.49,26.99,4.01,0.084
2856080-1,29.99,,,
2856081-1,29.99,40.37,,
2856134-1,7.49,16.88,0.7879999999999999,0.049
2856197-1,,124.61,,0.011000000000000001
2856203-1,29.99,40.49,,
2856205-1,12.99,16.19,,
2856223-1,,11.76,,0.106
2856224-1,,9.44,,0.138
2856225-1,,6.71,,0.037000000000000005
2856226-1,,12.08,,0.031
2856236-1,24.99,33.74,,
2856238-1,24.99,33.74,,
2858-1,,23.96,,0.075
2862-1,8.09,37.8,3.674,0.073
2863-1,22.94,,,
2864-1,16.19,,,
2865-1,33.74,,,
2866-1,,305.55,,
2870-1,4.04,26.15,5.478,0.08
2871-1,2.69,44.2,15.452,0.078
2872-1,4.04,28.53,6.067,0.08800000000000001
2873-1,2.69,20.94,6.794,0.09300000000000001
2874-1,2.69,17.06,5.352,0.084
2876-1,2.69,15.61,4.809,0.08
2877-1,,4.87,,0.055
2878-1,2.69,8.21,2.055,0.084
2879-1,26.99,186.87,5.9239999999999995,0.092
2880-1,6.41,11.45,0.785,0.024
2881-1,2.69,10.06,2.7439999999999998,0.037000000000000005
2882-1,2.69,32.51,11.100999999999999,0.099
2883-1,2.69,12.39,3.613,0.069
2884-1,3.36,13.99,3.161,0.07
2885-1,4.04,16.63,3.12,0.061
2886-1,2.69,14.08,4.2410000000000005,0.04
2887-1,2.69,7.83,1.915,0.061
2889-1,2.69,85.62,30.869,0.171
2890-1,,68.49,,0.14400000000000002
2891-1,,49.14,,0.067
2892-1,4.04,110.27,26.318,0.162
2893-1,,57.12,,0.156
2895-1,,,,
290-2,4.04,70.56,16.482,0.063
2904-1,13.49,41.04,2.043,0.09
2905-1,13.49,62.69,3.6489999999999996,0.059000000000000004
2909-1,20.24,110.46,4.458,0.08900000000000001
29-1,17.99,30.19,0.49200000000000005,0.045
2910-1,23.63,103.71,3.39,0.054000000000000006
291-1,4.04,194.0,47.06,0.086
2912-1,26.99,83.35,2.089,0.057999999999999996
2913-1,40.49,93.83,1.317,0.043
2914-1,67.49,828.39,11.275,0.134
2915-1,20.24,82.09,3.057,0.057999999999999996
2916-1,67.49,136.04,1.016,0.02
2917-1,26.99,93.83,2.477,0.053
2920-1,33.74,138.98,3.12,0.052000000000000005
292-1,4.04,242.5,59.077,0.091
2922-1,,,,
2925-1,33.74,111.66,2.31,0.049
2928-1,26.99,87.32,2.2359999999999998,0.08199999999999999
2930-1,40.49,111.55,1.755,0.037000000000000005
293-1,4.04,451.35,110.816,0.057
2931-1,20.24,118.8,4.871,0.09300000000000001
2932-1,67.49,466.95,5.919,0.102
2933-1,134.99,191.47,0.418,0.018000000000000002
2935-1,33.74,125.43,2.718,0.055999999999999994
2936-1,40.49,97.92,1.4180000000000001,0.045
2937-1,12.14,33.12,1.729,0.066
2938-1,20.24,118.8,4.871,0.09300000000000001
2940-1,60.74,125.43,1.065,0.026000000000000002
294-1,4.71,173.35,35.794000000000004,0.091
2942-1,94.49,219.31,1.321,0.043
2945-1,67.49,224.91,2.333,0.057999999999999996
2946-1,17.54,73.48,3.19,0.078
2947-1,20.24,103.21,4.1,0.09
2949-1,47.24,456.35,8.661,0.127
2950-1,86.4,320.95,2.715,0.05
295-1,4.71,155.99,32.109,0.062
2951-1,13.49,65.46,3.8539999999999996,0.087
2952-1,13.49,105.23,6.803,0.114
2953-1,13.49,90.05,5.6770000000000005,0.105
2954-1,20.24,78.37,2.873,0.07400000000000001
2955-1,40.49,208.67,4.154,0.09
2960-1,67.49,261.05,2.8680000000000003,0.055999999999999994
296-1,6.06,174.91,27.855,0.055999999999999994
2961-1,26.99,,,
2962-1,9.11,65.26,6.1610000000000005,0.099
2963-1,8.09,28.92,2.576,0.06
2964-1,8.09,64.58,6.987,0.095
2965-1,10.79,19.48,0.8059999999999999,0.027000000000000003
2967-1,20.24,,,
2968-1,26.99,,,
297-1,6.06,312.53,50.559,0.098
2971-1,4.04,24.66,5.11,0.1
2975-1,8.09,34.64,3.284,0.08
2976-1,8.09,81.86,9.124,0.13
2977-1,8.09,90.18,10.152000000000001,0.091
2979-1,24.29,196.45,7.0889999999999995,0.11599999999999999
2981-1,8.09,60.68,6.504,0.10099999999999999
2982-1,10.79,230.73,20.39,0.122
2983-1,13.49,185.91,12.785,0.133
2984-1,20.24,134.33,5.638,0.081
2985-1,24.29,239.87,8.877,0.115
2987-1,40.49,,,
2988-1,33.74,230.73,5.8389999999999995,0.09300000000000001
2989-1,26.99,523.3,18.391,0.16
2990-1,26.99,135.0,4.003,0.084
2991-1,8.09,36.83,3.554,0.083
2993-1,26.99,72.63,1.6909999999999998,0.054000000000000006
2995-1,10.79,127.86,10.854000000000001,0.111
2996-1,10.79,121.14,10.23,0.131
2997-1,10.79,30.54,1.831,0.048
2998-1,,143.22,,0.081
30000-1,,11.37,,0.045
3000-1,,65.26,,0.06
30001-1,,12.97,,0.046
30002-1,4.04,6.75,0.672,0.042
30003-1,6.74,18.16,1.695,0.066
30004-1,,20.24,,0.10300000000000001
30005-1,5.39,18.13,2.366,0.11699999999999999
30006-1,,22.94,,0.054000000000000006
30008-1,4.71,10.52,1.232,0.052000000000000005
30009-1,4.71,9.69,1.057,0.067
300-1,5.06,92.52,17.275,0.071
30010-1,4.04,5.43,0.344,0.028999999999999998
3001-1,,16.39,,0.094
30011-1,,11.34,,0.028999999999999998
30012-1,5.39,8.13,0.509,0.040999999999999995
30013-1,5.39,6.62,0.228,0.025
30014-1,6.74,11.0,0.633,0.048
30015-1,,11.11,,0.079
30017-1,5.39,6.32,0.17300000000000001,0.034
30018-1,5.39,7.05,0.308,0.039
30019-1,,8.21,,0.028999999999999998
30020-1,,6.78,,0.055
30021-1,,13.97,,0.067
30023-1,,21.4,,0.026000000000000002
30024-1,,6.75,,0.022000000000000002
30025-1,5.39,16.25,2.0180000000000002,0.10300000000000001
30026-1,,15.75,,0.035
30027-1,,20.33,,0.06
30028-1,6.74,20.24,2.004,0.057
30029-1,,15.48,,0.075
30030-1,,10.13,,0.121
3003-1,,51.57,,0.054000000000000006
30031-1,5.39,7.16,0.32799999999999996,0.036000000000000004
30032-1,5.39,8.09,0.501,0.036000000000000004
30033-1,,11.77,,0.12300000000000001
30034-1,,7.76,,0.055999999999999994
30035-1,,9.13,,0.08800000000000001
30036-1,,26.89,,0.374
30040-1,5.39,26.99,4.01,0.129
30041-1,,13.43,,0.069
30042-1,5.39,6.91,0.28300000000000003,0.025
30050-1,4.71,10.75,1.281,0.046
3005-1,,6.35,,0.115
30051-1,4.71,17.82,2.782,0.083
30052-1,5.39,22.94,3.258,0.102
30053-1,5.39,10.34,0.92,0.05
30054-1,,13.49,,0.042
30055-1,4.71,6.84,0.45299999999999996,0.037000000000000005
30056-1,5.39,7.41,0.376,0.048
30057-1,6.74,12.41,0.8420000000000001,0.05
30058-1,,21.72,,0.09300000000000001
30059-1,6.74,9.61,0.42700000000000005,0.032
30060-1,,6.75,,0.084
30060-2,,6.75,,0.083
30060-3,,6.75,,0.102
30060-4,,6.75,,0.076
30060-5,,6.75,,0.08199999999999999
30061-1,4.71,40.37,7.567,0.16
30062-1,5.39,13.49,1.504,0.092
30063-1,,6.22,,0.07200000000000001
30063-2,,6.22,,0.10400000000000001
30063-3,,6.22,,0.10400000000000001
30063-4,,6.22,,0.10400000000000001
30063-5,,6.22,,0.10400000000000001
30064-1,,11.92,,0.10800000000000001
30064-2,,11.92,,0.226
30064-3,,11.92,,0.226
30064-4,,11.92,,0.226
30066-1,,5.63,,0.226
30066-2,5.39,5.87,0.09,0.012
30066-3,5.39,5.87,0.09,0.012
30066-4,5.39,5.87,0.09,0.012
30066-5,5.39,5.87,0.09,0.012
30067-1,2.69,6.75,1.5130000000000001,0.2
30067-2,2.69,6.75,1.5130000000000001,0.166
30067-3,2.69,6.39,1.3769999999999998,0.113
30067-4,2.69,6.75,1.5130000000000001,0.166
30068-1,5.39,5.44,0.01,0.066
30070-1,5.39,13.58,1.521,0.075
30071-1,5.39,16.05,1.98,0.09300000000000001
30072-1,,33.82,,0.084
30073-1,,40.51,,0.02
30080-1,4.68,10.45,1.2309999999999999,0.066
30081-1,,11.91,,0.036000000000000004
30082-1,4.68,9.32,0.988,0.047
30083-1,5.39,14.82,1.7519999999999998,0.064
30084-1,,9.64,,0.165
30085-1,,8.22,,0.026000000000000002
30086-1,,8.78,,0.032
30087-1,,7.97,,0.225
30088-1,,23.99,,0.139
30090-1,,9.88,,0.046
30091-1,,9.64,,0.036000000000000004
30-1,,,,
30100-1,,12.31,,0.213
30101-1,6.74,8.99,0.335,0.034
30102-1,5.36,8.25,0.539,0.053
30103-1,5.36,12.5,1.3319999999999999,0.077
30105-1,5.39,6.75,0.253,0.027000000000000003
30106-1,6.74,7.79,0.156,0.023
30107-1,,9.45,,0.034
30108-1,,5.37,,0.043
301-1,5.06,96.17,17.997,0.11599999999999999
30110-1,6.74,18.55,1.754,0.139
30111-1,5.39,15.13,1.81,0.161
30112-1,6.74,8.13,0.20600000000000002,0.027999999999999997
30113-1,,6.74,,0.042
30114-1,,11.85,,0.027000000000000003
30115-1,6.74,7.43,0.102,0.032
30116-1,5.39,7.2,0.336,0.049
30120-1,,19.48,,0.054000000000000006
3012-1,,43.67,,0.324
30121-1,,8.38,,0.040999999999999995
30130-1,,33.17,,0.099
3013-1,,43.67,,0.324
30131-1,,25.46,,0.054000000000000006
30133-1,,30.0,,0.033
30140-1,,12.02,,0.163
3014-1,,39.93,,0.095
30141-1,5.39,7.37,0.368,0.049
30150-1,6.74,7.17,0.064,0.019
3015-1,2.69,33.36,11.417,0.121
30151-1,5.39,12.56,1.331,0.073
30152-1,6.74,7.92,0.17600000000000002,0.02
30160-1,6.74,10.87,0.613,0.087
3016-1,,33.49,,0.021
30161-1,5.39,12.18,1.261,0.055
30162-1,,5.83,,0.095
30163-1,6.74,15.3,1.271,0.065
30164-1,,28.44,,0.21100000000000002
30165-1,5.39,9.45,0.754,0.073
30166-1,6.74,20.24,2.004,0.17
30167-1,6.74,25.69,2.8139999999999996,0.14800000000000002
30168-1,,104.37,,0.168
30170-1,6.74,65.6,8.737,0.344
3017-1,2.69,28.8,9.719,0.054000000000000006
30180-1,,11.81,,0.086
3018-1,,66.47,,0.256
30181-1,5.39,9.07,0.684,0.07400000000000001
30182-1,5.39,19.53,2.627,0.182
30183-1,5.39,6.59,0.223,0.044000000000000004
30184-1,5.39,15.71,1.9169999999999998,0.073
30185-1,5.39,15.19,1.82,0.11
30186-1,5.39,12.18,1.261,0.079
30187-1,5.39,7.18,0.33299999999999996,0.046
30188-1,,8.51,,0.081
30189-1,,5.7,,0.057999999999999996
30190-1,,8.94,,0.022000000000000002
3019-1,2.69,20.22,6.528,0.054000000000000006
30191-1,,8.02,,0.024
30192-1,,7.98,,0.027999999999999997
30193-1,,9.15,,0.037000000000000005
30194-1,,11.15,,0.045
30195-1,,9.86,,0.044000000000000004
30196-1,,12.26,,0.168
30197-1,5.39,14.84,1.754,0.12
30-2,,428.15,,
30200-1,4.71,13.64,1.8940000000000001,0.071
302001-1,,5.29,,0.062
302002-1,,6.78,,0.062
302003-1,,6.67,,0.102
302004-1,,5.71,,0.032
302005-1,,7.65,,0.022000000000000002
302007-1,,6.59,,0.012
302008-1,,6.44,,0.08199999999999999
3020-1,2.69,49.88,17.567999999999998,0.142
30201-1,4.71,24.88,4.281000000000001,0.11699999999999999
30202-1,5.39,8.06,0.496,0.042
30203-1,5.39,6.36,0.18,0.036000000000000004
30204-1,5.39,6.76,0.256,0.028999999999999998
30205-1,6.74,9.96,0.479,0.161
302-1,5.06,79.14,14.632,0.068
30210-1,5.39,9.92,0.8420000000000001,0.053
3021-1,3.36,22.03,5.553999999999999,0.061
30211-1,5.39,17.36,2.2230000000000003,0.09699999999999999
30212-1,6.74,20.06,1.9780000000000002,0.105
30213-1,6.74,15.38,1.2830000000000001,0.105
30215-1,,13.03,,0.055
30216-1,6.74,20.24,2.004,0.11699999999999999
30217-1,6.74,9.87,0.465,0.076
30217-2,,5.05,,0.071
30217-3,,5.05,,0.071
30217-4,,5.05,,0.071
30218-1,,7.99,,0.019
30220-1,,8.96,,0.035
3022-1,,46.43,,0.14400000000000002
30221-1,,8.09,,0.037000000000000005
30222-1,6.74,10.64,0.579,0.083
30224-1,,24.07,,0.039
30225-1,5.39,9.29,0.7240000000000001,0.063
30226-1,,7.11,,0.038
30227-1,6.74,9.84,0.461,0.040999999999999995
30228-1,,5.99,,0.045
30229-1,4.71,9.65,1.0490000000000002,0.085
30230-1,5.39,6.08,0.128,0.03
3023-1,,9.07,,0.133
30231-1,4.71,13.49,1.8619999999999999,0.076
30240-1,6.74,7.49,0.11199999999999999,0.017
3024-1,53.99,,,
30241-1,6.74,13.53,1.008,0.081
30242-1,6.99,12.87,0.91,0.085
30243-1,6.74,8.1,0.20199999999999999,0.02
30244-1,6.06,10.15,0.675,0.064
30246-1,5.39,9.11,0.6920000000000001,0.11
30247-1,5.39,8.02,0.489,0.034
30250-1,5.39,5.52,0.025,0.040999999999999995
3025-1,13.49,105.91,6.853,0.098
30251-1,,4.86,,0.040999999999999995
30252-1,5.39,7.8,0.449,0.031
30253-1,5.39,7.01,0.301,0.027000000000000003
30254-1,5.39,8.22,0.526,0.035
30255-1,5.39,8.67,0.609,0.07
30256-1,5.39,10.23,0.9,0.087
30259-1,8.09,18.12,1.24,0.126
30260-1,5.39,11.26,1.09,0.098
3026-1,26.99,222.7,7.252000000000001,0.078
30261-1,,14.58,,0.073
30262-1,5.39,6.83,0.268,0.025
30263-1,5.39,11.35,1.1079999999999999,0.06
30264-1,5.39,5.54,0.027999999999999997,
30265-1,6.06,10.13,0.67,0.049
30266-1,5.39,8.33,0.546,0.062
30270-1,5.39,8.02,0.489,0.039
3027-1,33.74,91.33,1.7069999999999999,0.046
30271-1,6.74,11.08,0.645,0.054000000000000006
30272-1,,6.82,,0.049
30274-1,5.39,7.87,0.461,0.079
30275-1,,5.29,,0.067
30276-1,5.39,6.45,0.198,0.040999999999999995
30277-1,,10.54,,0.252
30278-1,5.39,9.64,0.789,0.172
30279-1,,5.4,,0.15
30280-1,,9.36,,0.039
3028-1,26.99,,,
30281-1,,7.13,,0.02
30282-1,6.74,8.02,0.19,0.027999999999999997
30283-1,,4.89,,0.035
30284-1,6.74,10.79,0.601,0.083
30285-1,5.39,6.41,0.19,0.035
30286-1,5.39,10.8,1.005,0.09300000000000001
3029-1,13.49,134.92,9.004,0.11
30291-1,,8.78,,0.109
30292-1,6.74,11.31,0.679,0.1
30293-1,6.74,11.48,0.703,0.094
30294-1,6.74,12.14,0.802,0.057
30300-1,5.39,10.8,1.005,0.053
3030-1,26.99,64.44,1.3880000000000001,0.04
30301-1,6.74,7.34,0.09,0.023
30302-1,5.39,8.46,0.5710000000000001,0.034
30303-1,5.39,6.75,0.253,0.046
30304-1,,9.56,,0.02
30305-1,,6.41,,0.062
303-1,,20.02,,
30310-1,,9.91,,0.033
30311-1,4.71,5.89,0.249,0.032
30312-1,6.74,8.11,0.204,0.032
30313-1,4.71,7.32,0.5529999999999999,0.08
30314-1,6.74,7.67,0.138,0.026000000000000002
30315-1,5.39,8.65,0.607,0.083
303-2,,,,
30320-1,,24.41,,0.055999999999999994
3032-1,33.74,,,
30321-1,,5.54,,0.203
30322-1,5.39,7.28,0.35100000000000003,0.121
30322-2,5.39,7.28,0.35100000000000003,0.13
30322-3,5.39,7.28,0.35100000000000003,0.145
30322-4,5.39,7.28,0.35100000000000003,0.14400000000000002
30322-5,5.39,7.28,0.35100000000000003,0.131
30323-1,2.69,8.07,2.005,0.20199999999999999
30324-1,,5.37,,0.215
30324-2,,5.87,,0.059000000000000004
30324-3,,5.87,,0.06
30324-4,,5.37,,0.046
30324-5,,5.37,,0.045
30325-1,8.09,10.8,0.336,0.077
30326-0,4.04,9.9,1.452,0.242
30326-1,4.04,9.9,1.452,0.242
30326-2,4.04,9.9,1.452,0.243
30326-3,4.04,9.9,1.452,0.243
30326-4,4.04,9.9,1.452,0.243
30326-5,4.04,9.9,1.452,0.243
30327-1,,4.19,,0.36200000000000004
30328-0,5.39,6.62,0.228,0.228
30328-1,5.39,6.62,0.228,0.228
30328-2,5.39,6.62,0.228,0.228
30328-3,5.39,6.62,0.228,0.228
30328-4,5.39,6.62,0.228,0.228
30328-5,5.39,6.62,0.228,0.228
30329-1,6.74,10.17,0.509,
30330-1,6.74,9.53,0.415,
3033-1,26.99,114.9,3.258,0.08
30338-1,4.04,5.4,0.33799999999999997,0.14300000000000002
30339-1,4.04,6.17,0.528,0.099
30340-1,3.99,8.07,0.499,0.21600000000000003
30341-1,,6.93,,0.37200000000000005
30342-1,,4.04,,
30346-1,5.39,6.29,0.168,0.055
30347-1,5.39,6.09,0.13,0.04
30348-1,6.99,7.41,0.1,0.028999999999999998
30349-1,5.39,6.08,0.128,0.062
30350-1,,9.59,,0.11199999999999999
30351-1,16.19,14.32,,
30352-1,,4.74,,0.024
30353-1,,9.87,,0.055999999999999994
30354-1,5.39,6.71,0.24600000000000002,0.037000000000000005
30355-1,8.99,9.27,0.147,0.065
30356-1,,11.87,,0.068
30357-1,,6.08,,0.153
30358-1,,4.81,,0.154
30359-1,5.39,6.09,0.13,0.035
30360-1,,6.17,,0.139
3036-1,13.49,,,
30361-1,3.99,,,
30362-1,3.99,5.76,0.07,0.071
30363-1,,3.65,,0.129
30364-1,,7.22,,0.36200000000000004
30365-1,,4.08,,0.184
30366-1,4.99,12.08,0.8009999999999999,
30367-1,4.99,9.45,0.408,
30368-1,6.99,10.8,0.603,
30369-1,4.99,9.53,0.42100000000000004,
30370-1,,7.79,,0.37200000000000005
3037-1,26.99,301.5,10.172,0.11599999999999999
30371-1,5.39,7.53,0.39799999999999996,0.091
30372-1,,3.7,,0.09
30373-1,,6.64,,0.21899999999999997
30374-1,,4.68,,0.155
30375-1,,17.67,,0.139
30376-1,5.39,7.28,0.35100000000000003,0.055999999999999994
30377-1,5.39,7.01,0.301,0.057
30378-1,5.39,6.83,0.268,0.038
30379-1,5.39,6.51,0.20800000000000002,0.06
30380-1,,5.04,,0.33399999999999996
3038-1,94.49,116.78,0.23600000000000002,
30381-1,5.39,5.43,0.008,0.078
30382-1,5.36,5.52,0.03,0.04
30383-1,,5.04,,0.22399999999999998
30384-1,,4.6,,0.36200000000000004
30385-1,4.99,,,
30386-1,4.99,8.09,0.205,
3039-1,3.36,18.23,4.422,0.153
30393-1,,9.02,,0.226
30394-1,6.74,10.95,0.625,0.256
30396-1,,6.29,,0.2
30397-1,,8.92,,0.059000000000000004
30398-1,,6.74,,0.079
30399-1,6.99,8.32,0.23399999999999999,0.046
30400-1,5.39,7.97,0.479,0.079
3040-1,9.44,68.19,6.226,0.042
30401-1,8.09,10.62,0.314,0.08800000000000001
30402-1,6.74,10.02,0.48700000000000004,0.091
30403-1,6.74,9.92,0.473,0.214
30404-1,6.74,10.76,0.597,0.11800000000000001
30405-1,6.74,9.44,0.401,0.078
30406-1,,3.59,,0.33399999999999996
30407-1,5.39,5.97,0.10800000000000001,0.19899999999999998
30408-1,6.74,11.97,0.778,0.344
30409-1,,4.46,,0.36200000000000004
304-1,,10.88,,
30410-1,,3.21,,0.308
3041-1,26.99,,,
30411-1,4.99,8.09,0.2,0.142
30412-1,6.74,10.52,0.561,
304-2,,,,
30420-1,6.74,,,
30421-1,5.39,6.59,0.223,0.047
30422-1,,5.41,,0.08199999999999999
30423-1,16.19,23.42,0.447,0.113
30424-1,12.99,16.01,0.187,0.044000000000000004
30425-1,5.39,8.78,0.629,0.092
30426-1,,6.62,,0.259
30427-1,5.39,8.1,0.504,0.069
30428-1,,5.39,,0.23399999999999999
30446-1,5.39,6.22,0.155,0.022000000000000002
30447-1,,16.19,,0.10400000000000001
30448-1,6.74,26.99,3.0060000000000002,0.24
30449-1,6.74,7.75,0.15,0.027999999999999997
30450-1,,5.62,,0.34299999999999997
30451-1,5.39,6.74,0.251,0.16699999999999998
30452-1,5.39,7.61,0.414,0.276
30453-1,4.99,,,
30460-1,3.99,5.43,0.008,
30461-1,,5.4,,0.36200000000000004
30463-1,6.74,7.02,0.042,
30464-1,6.74,10.88,0.615,
3047-1,13.49,23.34,0.731,0.025
30471-1,,4.52,,0.282
30472-1,,4.14,,0.047
30473-1,,8.09,,0.028999999999999998
30474-1,,13.5,,0.314
30475-1,,11.58,,0.061
30476-1,4.04,10.79,1.672,0.203
30477-1,5.39,6.29,0.168,0.053
30478-1,,,,
3048-1,16.19,40.26,1.4869999999999999,0.047
3049-1,20.24,,,
30496-1,5.39,6.74,0.251,0.031
30497-1,5.39,6.68,0.24100000000000002,0.067
30498-1,3.77,6.08,0.613,0.273
30499-1,,4.74,,0.33399999999999996
3050-1,16.19,109.12,5.7410000000000005,0.069
305-1,8.76,111.71,11.75,0.064
3051-1,20.24,92.64,3.5780000000000003,0.08
305-2,,,,
3052-1,40.49,148.35,2.6639999999999997,0.043
30521-1,5.39,8.33,0.546,0.156
30522-1,5.39,6.1,0.133,0.05
30523-1,5.39,7.99,0.484,0.078
30524-1,5.39,10.79,1.003,0.133
30525-1,,6.08,,0.33399999999999996
30526-1,5.39,9.19,0.7070000000000001,0.152
30527-1,,4.08,,0.353
30528-1,3.99,6.93,0.28600000000000003,0.158
30529-1,3.99,10.77,1.0,0.268
30530-1,,6.45,,0.34299999999999997
3053-1,53.99,405.0,6.502000000000001,0.055
30531-1,,5.85,,0.33399999999999996
30532-1,5.39,6.36,0.18,0.162
30533-1,4.99,8.21,0.524,0.344
30534-1,7.99,10.83,0.33899999999999997,0.226
30535-1,7.99,13.35,0.6509999999999999,0.344
30536-1,4.99,10.81,1.008,
30537-1,6.74,7.25,0.076,
30540-1,,8.07,,0.067
3054-1,5.39,12.04,1.236,0.039
30542-1,5.99,7.21,0.07,0.057999999999999996
30543-1,5.39,6.71,0.24600000000000002,0.146
30545-1,,3.98,,0.293
30546-1,5.39,8.92,0.657,0.064
30547-1,,5.45,,0.33399999999999996
30548-1,,3.73,,0.048
30549-1,4.99,6.68,0.24100000000000002,
30550-1,6.74,,,
3055-1,,24.49,,0.064
30551-1,5.39,10.75,0.995,0.141
30552-1,,11.11,,0.064
30553-1,,5.12,,0.095
30554-1,6.74,10.79,0.601,
30555-1,4.99,,,
30556-1,,3.75,,0.121
3056-1,2.69,8.71,2.241,0.083
3057-1,6.74,8.98,0.33299999999999996,
30571-1,4.99,10.75,0.995,0.281
