set_num,rrp,dollars_per_part,annual_growth,good_investment,years_since_release,num_parts,theme_name,is_parent_theme,num_minifigs,dominant_color,prop_trans_parts,num_unique_parts,num_part_cat,num_cat_part_count,review_score,availability
4863-1,33.74,0.8229268292682927,0.05,0,13,41,Castle,0,0.0,Black,0.0,29,3,3145,92.0,Retired
4864-1,107.99,0.9390434782608695,0.112,1,13,115,Castle,0,0.0,Black,0.01818181818181818,48,2,3284,92.0,Retired
4865-1,14.99,0.23421875,0.096,1,10,64,Harry Potter,1,1.0,Dark Brown,0.07407407407407407,23,15,458,76.0,Retired
4866-1,39.99,0.14180851063829789,0.09,1,10,282,Harry Potter,1,1.0,Black,0.09722222222222222,68,24,459,75.0,Retired
4867-1,64.99,0.13946351931330472,0.095,1,10,466,Harry Potter,1,1.0,Dark Bluish Gray,0.046511627906976744,98,27,577,73.0,Retired
4868-1,5.39,0.19249999999999998,0.137,1,16,28,Rahaga,0,0.0,Black,0.0,16,6,483,72.0,Retired
4869-1,5.39,0.19249999999999998,0.074,0,16,28,Rahaga,0,0.0,Black,0.0,16,6,483,79.0,Retired
4870-1,5.39,0.19249999999999998,0.099,1,16,28,Rahaga,0,0.0,Black,0.0,16,6,483,76.0,Retired
487-1,13.49,0.07843023255813954,0.13,1,42,172,Classic Space,0,1.0,Blue,0.10144927536231885,56,15,436,91.0,Retired
4875-1,6.74,0.5184615384615385,0.0,0,16,13,Clikits,1,0.0,Bright Light Blue,0.5384615384615384,11,1,398,91.0,Retired
4877-1,5.39,0.19249999999999998,0.103,1,16,28,Rahaga,0,0.0,Black,0.0,16,6,483,74.0,Retired
4878-1,5.39,0.19249999999999998,0.094,1,16,28,Rahaga,0,0.0,Black,0.0,16,6,505,76.0,Retired
4879-1,5.39,0.19249999999999998,0.104,1,16,28,Rahaga,0,0.0,Black,0.0,16,6,483,78.0,Retired
4881-1,13.49,0.061598173515981736,0.065,0,16,219,Designer Sets,1,0.0,Black,0.06741573033707865,45,19,335,82.0,Retired
4882-1,13.49,0.08327160493827161,0.058,0,17,162,Designer Sets,1,0.0,Blue,0.06329113924050633,64,21,275,83.0,Retired
4883-1,26.99,0.09673835125448028,0.076,0,16,279,Designer Sets,1,0.0,Red,0.15853658536585366,64,19,370,82.0,Retired
4884-1,40.49,0.06426984126984127,0.065,0,16,630,Designer Sets,1,0.0,Tan,0.02247191011235955,89,15,381,90.0,Retired
4886-1,53.99,0.08094452773613194,0.044,0,17,667,Building,0,0.0,White,0.024390243902439025,63,12,538,87.0,Retired
4888-1,53.99,0.08666131621187802,0.083,1,16,623,Designer Sets,1,0.0,Yellow,0.04487179487179487,138,29,326,84.0,Retired
4891-1,13.49,0.06423809523809523,0.06,0,15,210,Creator,1,0.0,Yellow,0.08974358974358974,51,13,378,82.0,Retired
4892-1,26.99,0.07102631578947367,0.108,1,15,380,Creator,1,0.0,Red,0.03296703296703297,73,17,343,85.0,Retired
4893-1,26.99,0.07476454293628808,0.086,1,15,361,Creator,1,0.0,Light Bluish Gray,0.05263157894736842,96,26,280,78.0,Retired
4894-1,40.49,0.06886054421768707,0.113,1,15,588,Creator,1,0.0,Green,0.08490566037735849,87,21,370,86.0,Retired
4895-1,67.49,0.11009787928221859,0.044,0,15,613,Creator 3-in-1,0,0.0,Light Bluish Gray,0.038461538461538464,142,31,260,88.0,Retired
4896-1,80.99,0.08699248120300751,0.055,0,15,931,Creator 3-in-1,0,0.0,Black,0.038461538461538464,142,26,381,89.0,Retired
4900-1,5.39,0.15852941176470586,0.034,0,13,34,Fire,0,1.0,Red,0.1724137931034483,24,17,303,67.0,Retired
490-1,1.35,0.029347826086956522,0.103,1,46,46,Construction,0,0.0,Red,0.07692307692307693,24,9,512,76.0,Retired
4910-1,4.04,0.101,0.05,0,22,40,Rock Raiders,1,1.0,Dark Gray,0.16666666666666666,22,9,588,73.0,Retired
491-1,4.04,0.06029850746268657,0.131,1,44,67,Vehicle,0,0.0,Black,0.038461538461538464,22,10,313,68.0,Retired
4915-1,6.74,0.09911764705882353,0.08,1,14,68,Creator 3-in-1,0,0.0,Yellow,0.058823529411764705,29,14,375,78.0,Retired
4916-1,6.74,0.08753246753246753,0.037,0,14,77,Creator 3-in-1,0,0.0,Reddish Brown,0.0,31,11,239,77.0,Retired
4917-1,6.74,0.08753246753246753,0.142,1,14,77,Creator 3-in-1,0,0.0,Black,0.15384615384615385,33,13,276,77.0,Retired
4918-1,6.74,0.0886842105263158,0.059,0,14,76,Creator 3-in-1,0,0.0,White,0.08,34,13,340,76.0,Retired
4920-1,5.39,0.1382051282051282,0.042,0,22,39,Rock Raiders,1,1.0,Dark Gray,0.08695652173913043,23,12,529,72.0,Retired
4924-1,20.24,0.06041791044776119,0.145,1,17,335,Creator,0,0.0,Black,0.09941520467836257,57,16,406,75.0,Retired
4930-1,8.09,0.16854166666666667,0.082,1,22,48,Rock Raiders,1,1.0,Dark Gray,0.16,23,8,753,83.0,Retired
493-1,20.24,0.10487046632124351,0.119,1,42,193,Classic Space,0,2.0,Blue,0.1,54,15,470,87.0,Retired
4936-1,4.04,0.22444444444444445,0.09,1,14,18,Hospital,0,1.0,Light Bluish Gray,0.08333333333333333,10,8,560,79.0,Retired
4937-1,4.04,0.10631578947368421,0.101,1,14,38,Coast Guard,0,1.0,Blue,0.06666666666666667,27,14,587,79.0,Retired
4939-1,17.54,0.08514563106796116,0.044,0,14,206,Creator 3-in-1,0,0.0,Yellow,0.0684931506849315,45,13,372,80.0,Retired
4940-1,20.24,0.1856880733944954,0.074,0,22,109,Rock Raiders,1,1.0,Dark Gray,0.10204081632653061,44,20,473,72.0,Retired
4950-1,26.99,0.29988888888888887,0.08,1,22,90,Rock Raiders,1,1.0,Light Gray,0.1320754716981132,49,23,490,76.0,Retired
4953-1,26.99,0.08849180327868852,0.115,1,14,305,Creator 3-in-1,0,0.0,White,0.07194244604316546,91,23,351,87.0,Retired
4954-1,94.49,0.08048551959114139,0.08,1,14,1174,Creator 3-in-1,0,0.0,Dark Bluish Gray,0.07575757575757576,85,20,519,79.0,Retired
4955-1,40.49,0.07361818181818182,0.136,1,14,550,Creator 3-in-1,0,0.0,Black,0.04294478527607362,106,26,371,85.0,Retired
4956-1,67.49,0.09232558139534883,0.068,0,14,731,Creator 3-in-1,0,0.0,Light Bluish Gray,0.027522935779816515,78,18,562,82.0,Retired
4957-1,94.49,0.08872300469483567,0.09,1,14,1065,Creator 3-in-1,0,0.0,Light Bluish Gray,0.03278688524590164,92,26,307,77.0,Retired
4958-1,121.49,0.15339646464646464,0.052,0,14,792,Creator 3-in-1,0,0.0,Black,0.006896551724137931,132,24,185,80.0,Retired
4960-1,94.49,0.7499206349206349,0.092,1,15,126,Legoville,0,0.0,Bright Light Orange,0.0375,59,2,3263,70.0,Retired
4962-1,12.99,0.7216666666666667,0.147,1,15,18,Legoville,0,0.0,White,0.058823529411764705,9,2,3272,77.0,Retired
4963-1,10.11,1.26375,0.095,1,15,8,Legoville,0,0.0,Pearl Light Gray,0.125,8,2,3101,60.0,Retired
4964-1,26.99,1.0380769230769231,0.095,1,15,26,Legoville,0,0.0,Red,0.0,22,2,3189,50.0,Retired
4966-1,94.49,0.9946315789473684,0.096,1,15,95,Playhouse,0,0.0,White,0.05454545454545454,49,2,3236,65.0,Retired
4968-1,67.49,0.8034523809523809,0.065,0,16,84,Legoville,0,0.0,Green,0.0,45,2,3334,70.0,Retired
4969-1,6.74,1.685,0.134,1,16,4,Legoville,0,0.0,Blue,0.0,4,2,2777,60.0,Retired
4970-1,40.49,0.24101190476190476,0.138,1,22,168,Rock Raiders,1,1.0,Light Gray,0.12162162162162163,66,22,448,62.0,Retired
497-1,43.19,0.12628654970760234,0.122,1,42,342,Classic Space,0,2.0,Light Gray,0.08247422680412371,77,17,408,94.0,Retired
4971-1,33.74,0.9118918918918919,0.123,1,15,37,Legoville,0,0.0,Dark Orange,0.0,25,2,3252,94.0,Retired
4972-1,17.54,1.3492307692307692,0.061,0,14,13,Legoville,0,0.0,Green,0.0,9,2,3209,94.0,Retired
4973-1,33.74,2.41,0.061,0,14,14,Legoville,0,0.0,Red,0.0,8,2,3166,65.0,Retired
4974-1,53.99,1.4997222222222222,0.035,0,14,36,Legoville,0,0.0,White,0.0,25,2,3233,65.0,Retired
4975-1,67.49,1.6069047619047618,0.078,0,14,42,Legoville,0,0.0,Red,0.0,28,2,3258,70.0,Retired
4976-1,22.94,1.9116666666666668,0.144,1,14,12,Legoville,0,0.0,Yellow,0.0,9,2,3166,70.0,Retired
4979-1,20.24,2.891428571428571,0.073,0,14,7,Legoville,0,0.0,White,0.0,7,2,3055,70.0,Retired
4980-1,67.49,0.19227920227920225,0.067,0,22,351,Rock Raiders,1,1.0,Black,0.0594059405940594,90,22,481,85.0,Retired
4981-1,47.24,0.1405952380952381,0.081,1,14,336,SpongeBob SquarePants,1,1.0,Light Bluish Gray,0.06569343065693431,97,27,450,78.0,Retired
4982-1,67.49,0.17086075949367088,0.081,1,14,395,SpongeBob SquarePants,1,1.0,Red,0.025,127,30,446,70.0,Retired
4986-1,31.04,1.6336842105263158,0.099,1,14,19,Legoville,0,0.0,Dark Bluish Gray,0.0,16,2,3272,70.0,Retired
4990-1,107.99,0.2627493917274939,0.087,1,22,411,Rock Raiders,1,1.0,Black,0.08943089430894309,115,29,560,82.0,Retired
4993-1,59.99,0.09257716049382717,0.057,0,13,648,Creator 3-in-1,0,0.0,White,0.06043956043956044,122,25,439,85.0,Retired
4994-1,17.54,0.09088082901554403,0.09,1,13,193,Creator 3-in-1,0,0.0,Black,0.037037037037037035,43,12,381,85.0,Retired
4995-1,26.99,0.09922794117647059,0.098,1,13,272,Creator 3-in-1,0,0.0,Black,0.05357142857142857,88,28,297,68.0,Retired
4996-1,39.99,0.07660919540229885,0.065,0,13,522,Creator 3-in-1,0,0.0,Black,0.06716417910447761,87,18,576,85.0,Retired
4997-1,94.49,0.07387802971071149,0.063,0,13,1279,Creator 3-in-1,0,0.0,Light Bluish Gray,0.08296943231441048,152,32,387,87.0,Retired
4998-1,67.49,0.09232558139534883,0.099,1,13,731,Creator 3-in-1,0,0.0,Dark Bluish Gray,0.013986013986013986,96,19,388,79.0,Retired
5000-1,9.44,9.44,0.093,1,34,1,Service Packs,1,0.0,Black,0.0,1,1,505,50.0,Retired
50003-1,40.49,0.15754863813229572,0.122,1,8,257,Game,0,0.0,Black,0.08641975308641975,63,19,534,82.0,Retired
50006-1,24.99,0.11843601895734597,0.077,0,8,211,Game,0,0.0,Light Bluish Gray,0.058823529411764705,52,16,600,92.0,Retired
50011-1,40.49,0.11979289940828403,0.179,1,8,338,Game,0,0.0,Light Bluish Gray,0.02197802197802198,65,18,480,46.0,Retired
5001121-1,4.04,0.808,0.026,0,8,5,Collectible Minifigures,1,1.0,Black,0.0,1,1,355,94.0,Retired
5002-1,2.03,1.015,0.02,0,34,2,Service Packs,1,0.0,Black,0.0,1,1,304,37.0,Retired
5002136-1,4.04,0.1616,0.161,1,7,25,Arctic,0,0.0,Dark Bluish Gray,0.08695652173913043,21,15,558,100.0,Retired
5002144-1,6.74,0.674,0.137,1,7,10,Ninjago,1,1.0,Flat Silver,0.0,2,1,1414,79.0,Retired
5002145-1,6.74,0.5184615384615385,0.101,1,7,13,Guardians of the Galaxy,0,1.0,Dark Bluish Gray,0.1111111111111111,9,7,892,86.0,Retired
5002941-1,6.74,0.7488888888888889,0.054,0,6,9,Bionicle,1,0.0,[No Color/Any Color],0.16666666666666666,6,3,1474,71.0,Retired
5003082-1,6.74,0.24071428571428571,0.127,1,6,28,Pirates III,0,1.0,Chrome Gold,0.09523809523809523,21,11,799,88.0,Retired
5003084-1,6.74,0.24962962962962965,0.148,1,6,27,Avengers,0,1.0,Black,0.07692307692307693,13,6,482,86.0,Retired
5003085-1,5.39,0.3170588235294117,0.147,1,6,17,Ninjago,1,1.0,Black,0.0,6,3,1218,78.0,Retired
5004076-1,20.24,1.012,0.121,1,7,20,Collectible Minifigures,1,1.0,Black,0.3333333333333333,9,6,882,89.0,Retired
5004077-1,13.49,0.7935294117647059,0.049,0,6,17,Collectible Minifigures,1,1.0,Red,0.1111111111111111,9,4,1383,89.0,Retired
5004-1,1.34,0.67,0.0,0,34,2,Service Packs,1,0.0,Red,0.0,1,1,20,37.0,Retired
5004363-1,26.99,26.99,0.189,1,6,1,Gear,1,0.0,Blue,0.0,1,1,1069,60.0,Retired
5004394-1,13.49,0.2753061224489796,0.0,0,4,49,Ninjago The Movie,0,1.0,Black,0.045454545454545456,21,15,406,86.0,Retired
5004420-1,4.99,0.14676470588235294,0.103,1,5,34,Christmas,0,0.0,Black,0.0,18,12,418,71.0,Retired
5004421-1,17.99,1.058235294117647,0.027,0,5,17,Collectible Minifigures,1,1.0,Black,0.0,1,1,1414,100.0,Retired
5004422-1,17.99,1.058235294117647,0.041,0,5,17,Collectible Minifigures,1,1.0,Flat Silver,0.0,1,1,1414,90.0,Retired
5004573-1,17.99,0.8995,0.029,0,5,20,Collectible Minifigures,1,1.0,White,0.0,1,1,1414,100.0,Retired
5004574-1,33.74,1.9847058823529413,0.046,0,5,17,Collectible Minifigures,1,1.0,Black,0.0,1,1,1414,100.0,Retired
5004911-1,8.09,2.0225,0.072,0,4,4,Nexo Knights,1,0.0,Trans-Neon Orange,0.5,3,3,264,80.0,Retired
5004914-1,8.09,0.3236,0.086,1,4,25,Nexo Knights,1,1.0,Dark Blue,0.15384615384615385,13,6,531,80.0,Retired
5004916-1,8.09,0.21864864864864864,0.02,0,4,37,Ninjago The Movie,0,1.0,Reddish Brown,0.0,18,9,731,81.0,Retired
5004920-1,8.09,0.3517391304347826,0.053,0,4,23,Friends,1,1.0,White,0.0,14,9,681,98.0,Retired
5004929-1,8.09,0.2889285714285714,0.137,1,4,28,The LEGO Batman Movie,0,1.0,Black,0.0625,15,8,603,88.0,Retired
5004931-1,20.24,1.012,0.0,0,4,20,Seasonal,1,1.0,Orange,0.0,10,6,583,60.0,Retired
5004934-1,8.09,0.12257575757575757,0.113,1,4,66,Creator,0,1.0,Black,0.20512820512820512,24,14,284,51.0,Retired
5004938-1,26.99,0.9306896551724138,0.334,1,4,29,Ninjago,1,1.0,Pearl Dark Gray,0.3333333333333333,8,4,868,82.0,Retired
5004939-1,26.99,0.9996296296296295,0.188,1,4,27,Collectible Minifigures,1,1.0,Black,0.0,7,4,1222,92.0,Retired
5004940-1,26.99,1.285238095238095,0.0,0,4,21,Collectible Minifigures,1,1.0,Black,0.2,5,3,1246,70.0,Retired
5004941-1,26.99,1.4994444444444444,0.026,0,4,18,Collectible Minifigures,1,1.0,White,0.0,1,1,1414,75.0,Retired
5005-1,7.76,7.76,0.08,1,34,1,Service Packs,1,0.0,Light Gray,0.0,1,1,505,60.0,Retired
5005144-1,27.99,27.99,0.0,0,5,1,Gear,1,0.0,White,0.0,1,1,86,92.0,Retired
5005145-1,55.99,55.99,0.0,0,5,1,Gear,1,0.0,Green,0.0,1,1,234,66.0,Retired
5005230-1,12.99,0.4639285714285714,0.092,1,3,28,Ninjago,1,1.0,Black,0.0,15,10,1128,87.0,Retired
5005233-1,10.79,2.158,0.139,1,4,5,Collectible Minifigures,1,1.0,Black,0.0,1,1,355,81.0,Retired
5005236-1,12.99,0.4479310344827586,0.034,0,3,29,Friends,1,1.0,White,0.0,21,11,630,96.0,Retired
5005254-1,10.79,0.4316,0.343,1,3,25,Collectible Minifigures,1,1.0,Reddish Brown,0.14285714285714285,5,1,1414,88.0,Retired
5005255-1,10.79,0.5994444444444444,0.278,1,3,18,Collectible Minifigures,1,1.0,Dark Brown,0.16666666666666666,6,3,1406,86.0,Retired
5005256-1,10.79,0.4691304347826087,0.352,1,3,23,Collectible Minifigures,1,1.0,Dark Bluish Gray,0.0,2,2,1526,93.0,Retired
5005257-1,10.79,0.4316,0.334,1,3,25,Collectible Minifigures,1,1.0,Flat Silver,0.0,4,2,1090,86.0,Retired
5005359-1,13.49,0.24527272727272728,0.215,1,3,55,Promotional,1,1.0,White,0.0,5,5,521,55.0,Retired
5005375-1,33.74,2.10875,0.043,0,3,16,Gear,1,0.0,Light Bluish Gray,0.0,1,1,86,93.0,Retired
5006-1,3.38,1.69,0.02,0,34,2,Service Packs,1,0.0,Black,0.0,2,1,505,50.0,Retired
5024-1,9.44,2.36,0.0,0,24,4,Service Packs,1,0.0,Dark Gray,0.0,4,1,3425,70.0,Retired
5028-1,6.74,6.74,0.0,0,25,1,Primo,0,0.0,Blue,0.0,1,1,3425,35.0,Retired
5031-1,3.38,0.22533333333333333,0.029,0,34,15,Service Packs,1,0.0,Light Gray,0.0,7,3,263,35.0,Retired
5033-1,7.41,1.482,0.036,0,34,5,Service Packs,1,0.0,Trans-Dark Blue,0.6666666666666666,2,2,401,55.0,Retired
5034-1,7.41,1.482,0.022,0,34,5,Service Packs,1,0.0,Trans-Dark Blue,0.8,2,2,380,67.0,Retired
5035-1,10.13,10.13,0.035,0,34,1,Service Packs,1,0.0,Black,0.0,1,1,505,63.0,Retired
5037-1,8.09,0.8988888888888888,0.043,0,33,9,Service Packs,1,0.0,White,0.0,3,1,505,70.0,Retired
5042-1,3.36,0.0672,0.063,0,30,50,Space,0,0.0,Trans-Red,1.0,5,3,252,68.0,Retired
5043-1,3.36,0.12923076923076923,0.049,0,30,26,Service Packs,1,0.0,Black,0.21428571428571427,5,1,119,72.0,Retired
5044-1,7.95,2.65,0.067,0,30,3,Service Packs,1,0.0,Light Gray,0.0,2,1,234,60.0,Retired
5048-1,4.39,0.12194444444444444,0.086,1,28,36,Town,0,0.0,Black,0.03571428571428571,26,6,1157,82.0,Retired
5049-1,4.71,0.58875,0.043,0,28,8,Service Packs,1,0.0,Trans-Light Blue,0.6666666666666666,4,2,298,60.0,Retired
5050-1,4.71,0.17444444444444443,0.038,0,28,27,Service Packs,1,0.0,Light Gray,0.07692307692307693,13,6,288,65.0,Retired
5053-1,4.71,0.06197368421052631,0.032,0,28,76,Service Packs,1,0.0,Trans-Red,0.6,10,5,247,57.0,Retired
5056-1,5.74,0.15513513513513513,0.048,0,28,37,Space,0,0.0,Black,0.14285714285714285,19,6,251,60.0,Retired
5057-1,4.04,0.14962962962962964,0.055,0,28,27,Space,0,0.0,Black,0.14285714285714285,13,5,894,57.0,Retired
5058-1,4.04,0.12625,0.089,1,28,32,Pirates,0,0.0,White,0.0,19,3,1451,72.0,Retired
5059-1,2.69,0.07911764705882353,0.153,1,28,34,Castle,0,0.0,Dark Gray,0.037037037037037035,23,5,1351,70.0,Retired
5060-1,4.04,0.2525,0.046,0,28,16,Service Packs,1,0.0,Dark Gray,0.0,3,2,1059,72.0,Retired
5061-1,4.12,0.6866666666666666,0.036,0,34,6,Train,0,0.0,Light Gray,0.0,3,1,505,60.0,Retired
5062-1,6.06,1.515,0.046,0,34,4,Train,0,0.0,Red,0.0,3,1,505,60.0,Retired
5065-1,9.44,0.8581818181818182,0.053,0,34,11,Service Packs,1,0.0,Light Gray,0.0,3,1,505,60.0,Retired
5066-1,5.39,0.8983333333333333,0.088,1,34,6,Train,0,0.0,Black,0.0,3,2,196,70.0,Retired
5067-1,4.04,0.505,0.046,0,34,8,Train,0,0.0,Light Gray,0.0,1,1,304,55.0,Retired
5068-1,6.74,1.348,0.053,0,34,5,Train,0,0.0,Black,0.0,3,2,196,63.0,Retired
5069-1,3.04,1.52,0.043,0,34,2,Service Packs,1,0.0,White,0.0,1,1,505,60.0,Retired
5070-1,2.16,1.08,0.076,0,34,2,Train,0,0.0,Black,0.0,1,1,304,58.0,Retired
5071-1,4.04,2.02,0.081,1,34,2,Train,0,0.0,Red,0.0,1,1,304,75.0,Retired
5072-1,4.04,4.04,0.064,0,34,1,Train,0,0.0,Black,0.0,1,1,505,70.0,Retired
5073-1,4.04,0.5771428571428572,0.08,1,34,7,Train,0,0.0,Black,0.75,3,2,372,65.0,Retired
5074-1,2.69,1.345,0.044,0,34,2,Train,0,0.0,Black,0.0,1,1,355,67.0,Retired
5075-1,13.49,6.745,0.042,0,34,2,Train,0,0.0,Light Gray,0.0,2,2,505,54.0,Retired
5077-1,1.49,0.24833333333333332,0.043,0,34,6,Service Packs,1,0.0,Black,0.0,2,2,323,86.0,Retired
5079-1,4.04,4.04,0.094,1,32,1,Train,0,0.0,Light Gray,0.0,1,1,505,60.0,Retired
5081-1,9.44,9.44,0.055,0,32,1,Train,0,0.0,Light Gray,0.0,1,1,505,63.0,Retired
5082-1,9.44,9.44,0.049,0,32,1,Train,0,0.0,Light Gray,0.0,1,1,505,60.0,Retired
5085-1,2.69,2.69,0.079,0,32,1,Train,0,0.0,Light Gray,0.0,1,1,505,63.0,Retired
5089-1,16.19,2.312857142857143,0.107,1,26,7,Duplo,1,0.0,Red,0.0,7,2,2684,55.0,Retired
5099-1,3.04,3.04,0.045,0,24,1,Technic,0,0.0,Light Gray,0.0,1,1,33,50.0,Retired
5100-1,10.79,10.79,0.0,0,34,1,Technic,0,0.0,Light Gray,0.0,1,1,505,40.0,Retired
5101-1,16.88,16.88,0.011,0,34,1,Technic,0,0.0,Light Gray,0.0,1,1,505,53.0,Retired
5103-1,2.69,2.69,0.057,0,34,1,Technic,0,0.0,Red,0.0,1,1,33,65.0,Retired
5104-1,2.69,2.69,0.057,0,34,1,Technic,0,0.0,Yellow,0.0,1,1,33,65.0,Retired
5107-1,4.39,4.39,0.045,0,30,1,Technic,0,0.0,Yellow,0.0,1,1,33,43.0,Retired
5108-1,4.04,4.04,0.049,0,32,1,Technic,0,0.0,Yellow,0.0,1,1,33,50.0,Retired
5109-1,4.39,0.7316666666666666,0.024,0,32,6,Technic,0,0.0,Light Gray,0.0,3,2,125,55.0,Retired
5111-1,5.39,5.39,0.041,0,31,1,Technic,0,0.0,Black,0.0,1,1,505,65.0,Retired
5114-1,21.59,21.59,0.027,0,30,1,Technic,0,0.0,Light Gray,0.0,1,1,505,65.0,Retired
5115-1,14.84,14.84,0.104,1,29,1,Technic,0,0.0,Light Gray,0.0,1,1,505,40.0,Retired
5116-1,4.39,4.39,0.035,0,24,1,Technic,0,0.0,Yellow,0.0,1,1,33,40.0,Retired
5117-1,5.39,0.7699999999999999,0.03,0,24,7,Technic,0,0.0,Light Gray,0.0,4,4,110,67.0,Retired
5118-1,8.09,0.23114285714285715,0.08,1,26,35,Technic,0,0.0,Dark Gray,0.0,13,3,175,74.0,Retired
5119-1,13.49,3.3725,0.05,0,25,4,Technic,0,0.0,Red,0.0,4,1,505,82.0,Retired
5120-1,7.41,3.705,0.029,0,28,2,Technic,0,0.0,Light Gray,0.0,2,2,302,75.0,Retired
5121-1,5.74,0.19133333333333333,0.064,0,27,30,Service Packs,1,0.0,White,0.0,27,3,1219,68.0,Retired
5122-1,4.04,0.1393103448275862,0.111,1,27,29,Pirates,0,0.0,White,0.0,24,4,1446,53.0,Retired
5125-1,4.04,0.11542857142857144,0.076,0,26,35,Town,0,0.0,Dark Gray,0.0,23,8,915,52.0,Retired
5126-1,4.71,0.26166666666666666,0.053,0,26,18,Service Packs,1,0.0,Black,0.0,13,7,215,67.0,Retired
5127-1,4.04,0.10918918918918918,0.085,1,26,37,Service Packs,1,0.0,Black,0.25,5,1,119,70.0,Retired
5128-1,4.71,0.058875,0.071,0,25,80,Service Packs,1,0.0,Trans-Red,0.6363636363636364,10,5,253,70.0,Retired
5129-1,5.74,0.23916666666666667,0.093,1,25,24,Space,0,0.0,White,0.15789473684210525,18,11,825,60.0,Retired
5130-1,4.04,0.2885714285714286,0.023,0,25,14,Service Packs,1,0.0,Trans-Light Blue,0.5555555555555556,7,2,408,60.0,Retired
5131-1,4.71,0.157,0.115,1,25,30,Service Packs,1,0.0,Red,0.0,13,2,231,65.0,Retired
5132-1,4.71,0.1471875,0.075,0,26,32,Service Packs,1,0.0,Black,0.0,8,3,299,50.0,Retired
5133-1,4.04,0.08595744680851064,0.073,0,25,47,Town,0,0.0,Black,0.08333333333333333,33,9,1171,81.0,Retired
5134-1,5.39,0.19249999999999998,0.082,1,26,28,Service Packs,1,0.0,Black,0.0,5,4,741,78.0,Retired
5135-1,4.71,0.13852941176470587,0.064,0,26,34,Castle,0,0.0,White,0.03333333333333333,29,5,1361,66.0,Retired
5136-1,3.98,0.22111111111111112,0.05,0,26,18,Belville,0,0.0,Dark Pink,0.09090909090909091,8,2,786,35.0,Retired
5137-1,4.71,0.10704545454545454,0.038,0,27,44,Town,0,0.0,Black,0.08823529411764706,31,7,1215,68.0,Retired
5138-1,4.71,0.12076923076923077,0.136,1,27,39,Castle,0,0.0,Dark Gray,0.03571428571428571,24,5,1353,78.0,Retired
5139-1,4.39,0.15678571428571428,0.06,0,27,28,Service Packs,1,0.0,Black,0.0,5,4,741,70.0,Retired
5145-1,6.74,0.10870967741935485,0.091,1,34,62,Service Packs,1,0.0,Light Gray,0.0,11,1,1069,68.0,Retired
5149-1,6.74,0.1773684210526316,0.06,0,34,38,Service Packs,1,0.0,Red,0.18181818181818182,11,1,423,76.0,Retired
5150-1,4.39,0.12542857142857142,0.046,0,31,35,Pirates,0,0.0,Black,0.0,20,7,1198,65.0,Retired
5151-1,6.74,0.11423728813559322,0.051,0,34,59,Service Packs,1,0.0,Red,0.0,12,1,506,75.0,Retired
51515-1,399.99,0.42148577449947316,0.0,0,1,949,Mindstorms,1,0.0,Black,0.0,129,21,179,75.0,Limited Retail
5152-1,6.74,0.11233333333333334,0.029,0,34,60,Service Packs,1,0.0,Red,0.0,4,1,506,70.0,Retired
5156-1,4.71,0.27705882352941175,0.057,0,30,17,Service Packs,1,0.0,Trans-Red,0.8181818181818182,10,5,462,60.0,Retired
5157-1,4.71,0.1471875,0.073,0,30,32,Service Packs,1,0.0,Black,0.0,20,3,1101,50.0,Retired
5160-1,4.04,0.19238095238095237,0.059,0,26,21,Aquazone,0,0.0,Chrome Silver,0.13333333333333333,11,7,1088,59.0,Retired
5161-1,4.04,0.2525,0.015,0,34,16,Service Packs,1,0.0,Red,0.0,2,1,506,70.0,Retired
5163-1,2.69,0.33625,0.04,0,34,8,Service Packs,1,0.0,Red,0.0,4,1,233,50.0,Retired
5164-1,3.36,0.16799999999999998,0.058,0,30,20,Service Packs,1,0.0,Black,0.0,9,2,229,50.0,Retired
5165-1,4.04,0.12625,0.04,0,30,32,Service Packs,1,0.0,Black,0.0,12,1,233,60.0,Retired
5169-1,4.73,0.6757142857142858,0.039,0,34,7,Service Packs,1,0.0,Red,0.0,5,3,144,70.0,Retired
517-1,2.01,0.016341463414634144,0.076,0,34,123,Basic,0,0.0,Red,0.05714285714285714,24,7,773,50.0,Retired
5171-1,4.04,0.1442857142857143,0.088,1,34,28,Service Packs,1,0.0,White,0.0,18,3,945,70.0,Retired
5172-1,4.71,0.157,0.045,0,34,30,Service Packs,1,0.0,Black,0.21428571428571427,8,3,314,65.0,Retired
5174-1,3.71,0.1325,0.018,0,34,28,Service Packs,1,0.0,Black,0.0,4,2,281,80.0,Retired
5175-1,4.71,0.18115384615384617,0.071,0,34,26,Space,0,0.0,Light Gray,0.0,13,6,287,63.0,Retired
5176-1,3.71,0.19526315789473683,0.068,0,34,19,Service Packs,1,0.0,Trans-Dark Blue,0.8333333333333334,11,6,528,83.0,Retired
5177-1,3.71,0.106,0.029,0,34,35,Service Packs,1,0.0,Black,0.09523809523809523,21,4,941,60.0,Retired
5178-1,3.71,0.16130434782608696,0.037,0,34,23,Service Packs,1,0.0,Black,0.0,7,4,292,55.0,Retired
5184-1,4.39,0.11552631578947367,0.071,0,32,38,Castle,0,0.0,Brown,0.0,19,5,1283,77.0,Retired
5185-1,3.04,0.38,0.037,0,32,8,Service Packs,1,0.0,Dark Gray,0.0,2,2,204,45.0,Retired
